"FoodID","FoodClassID","ManufacturerID","ReferenceID","Common","CupGramWeightValue","Discontinued","FoodName","Generic","Recipe","RefusePercentage"
3573,63,571,13,0,0.00,0,"BETTY CROCKER Muffin Mix, Blueberry, Pouch, Prepared",0,0,0.00
3574,63,571,13,0,0.00,1,"BETTY CROCKER Caramel Nut Muffin, Prepared from Mix",0,0,0.00
3575,63,571,13,0,0.00,0,"BETTY CROCKER Cornbread & Muffin Mix, Pouch, Prepared",0,0,0.00
3579,495,92,13,0,0.00,1,"ROBIN HOOD Pizza Crust Mix",0,0,0.00
3581,481,571,13,0,0.00,1,"BISQUICK SHAKE 'N POUR Pancake & Waffle Mix, Blueberry",0,0,0.00
3582,481,571,13,0,0.00,0,"BISQUICK SHAKE 'N POUR Pancake & Waffle Mix, Buttermilk, Dry",0,0,0.00
3583,481,571,13,0,0.00,1,"BISQUICK SHAKE 'N POUR Pancake & Waffle Mix, Original",0,0,0.00
3584,481,571,13,0,0.00,0,"BETTY CROCKER Pancake Mix, Complete, Original, Box, Dry",0,0,0.00
3585,481,571,13,0,0.00,0,"BETTY CROCKER Pancake Mix, Complete, Buttermilk, Box, Dry",0,0,0.00
3588,308,571,13,0,0.00,1,"FRUIT ROLL-UPS Grape",0,0,0.00
3589,308,571,13,0,0.00,1,"FRUIT ROLL-UPS Raspberry",0,0,0.00
3590,308,571,13,0,0.00,0,"BETTY CROCKER Fruit Snacks, Shapes, Scooby-Doo",0,0,0.00
3598,308,571,13,0,0.00,0,"BETTY CROCKER FRUIT BY THE FOOT, Strawberry",0,0,0.00
3602,84,92,13,0,0.00,1,"SQUEEZIT CHUCKLIN' CHERRY Fruit Drink",0,0,0.00
3603,84,92,13,0,0.00,1,"SQUEEZIT GRUMPY GRAPE Fruit Drink",0,0,0.00
3605,84,92,13,0,0.00,1,"SQUEEZIT Strawberry Fruit Drink",0,0,0.00
3606,84,92,13,0,0.00,1,"SQUEEZIT SMARTY ARTY ORANGE Fruit Drink",0,0,0.00
3607,574,573,13,0,0.00,1,"YOPLAIT Fat Free Yogurt, All Fruit Flavors (Fruit-on-the-Bottom)",0,0,0.00
3608,574,573,13,0,0.00,0,"YOPLAIT Light Yogurt, Strawberry, Fat Free",0,0,0.00
3609,574,573,13,0,0.00,0,"YOPLAIT Original, Yogurt, Strawberry, 99% Fat Free",0,0,0.00
3615,574,573,13,0,0.00,0,"YOPLAIT THICK & CREAMY Yogurt, Strawberry, Low Fat",0,0,0.00
3617,574,573,13,0,0.00,0,"YOPLAIT THICK & CREAMY Yogurt, Vanilla, Low Fat",0,0,0.00
3620,237,571,13,0,0.00,0,"HAMBURGER HELPER Pasta Mix, Beef, Dry",0,0,0.00
3621,237,571,13,0,0.00,1,"HAMBURGER HELPER Mix, Beef Romanoff",0,0,0.00
3622,237,571,13,0,0.00,0,"HAMBURGER HELPER Rice Mix, Mexican, Crunchy Taco, Dry",0,0,0.00
3623,237,571,13,0,0.00,1,"HAMBURGER HELPER Cheddar 'n Bacon Mix",0,0,0.00
3624,237,571,13,0,0.00,0,"HAMBURGER HELPER Pasta Mix, Cheeseburger Macaroni, Dry",0,0,0.00
3625,237,571,13,0,0.00,1,"HAMBURGER HELPER Cheesy Italian Mix",0,0,0.00
3626,237,571,13,0,0.00,0,"HAMBURGER HELPER Pasta Mix, Mexican Chili Macaroni, Dry",0,0,0.00
3629,237,571,13,0,0.00,0,"HAMBURGER HELPER Pasta Mix, Italian, Lasagna, Dry",0,0,0.00
3630,237,571,13,0,0.00,1,"HAMBURGER HELPER Meat Loaf Mix",0,0,0.00
3631,237,571,13,0,0.00,1,"HAMBURGER HELPER Nacho Cheese Mix",0,0,0.00
3632,237,571,13,0,0.00,1,"HAMBURGER HELPER Mix, Pizza Pasta with Cheese Topping",0,0,0.00
3633,237,571,13,0,0.00,1,"HAMBURGER HELPER PIZZABAKE Mix",0,0,0.00
3634,237,571,13,0,0.00,1,"HAMBURGER HELPER Potatoes Au Gratin Mix",0,0,0.00
3635,237,571,13,0,0.00,0,"HAMBURGER HELPER Potato Mix, Stroganoff, Dry",0,0,0.00
3636,237,571,13,0,0.00,1,"HAMBURGER HELPER Mix, Rice Oriental",0,0,0.00
3638,237,571,13,0,0.00,0,"HAMBURGER HELPER Pasta Mix, Italian, Spaghetti, Dry",0,0,0.00
3639,237,571,13,0,0.00,1,"HAMBURGER HELPER Pasta Mix, Creamy Stroganoff",0,0,0.00
3641,237,571,13,0,0.00,0,"HAMBURGER HELPER Pasta Mix, Italian, Tomato Basil Penne, Dry",0,0,0.00
3642,237,571,13,0,0.00,1,"TUNA HELPER Mix, Au Gratin",0,0,0.00
3644,237,571,13,0,0.00,0,"TUNA HELPER Pasta Mix, Cheesy, Dry",0,0,0.00
3646,237,571,13,0,0.00,0,"TUNA HELPER Pasta Mix, Creamy, Dry",0,0,0.00
3647,237,571,13,0,0.00,0,"TUNA HELPER Pasta Mix, Italian, Fettuccini Alfredo, Dry",0,0,0.00
3648,237,571,13,0,0.00,1,"TUNA HELPER Tuna Romanoff Mix",0,0,0.00
3649,237,571,13,0,0.00,1,"TUNA HELPER Tuna Pot Pie Mix",0,0,0.00
3651,237,571,13,0,0.00,0,"TUNA HELPER Pasta Mix, Tetrazzini, Dry",0,0,0.00
3656,237,92,13,0,0.00,1,"SKILLET CHICKEN HELPER Stir Fried Chicken Mix",0,0,0.00
3659,578,181,13,0,0.00,0,"COFFEEMATE Non Dairy Creamer, Original, Liquid",0,0,0.00
3660,578,181,13,0,0.00,0,"COFFEEMATE Non Dairy Creamer, Low Fat, Liquid",0,0,0.00
3661,808,96,13,0,0.00,1,"SMART BEAT Canola Oil",0,0,0.00
3665,809,378,13,0,0.00,0,"HELLMANN'S/ BEST FOODS Mayonnaise, Low Fat",0,0,0.00
3666,435,,2,0,0.00,0,"Salad Dressing, Ranch, Reduced Calorie",1,0,0.00
3668,809,138,13,0,0.00,0,"MIRACLE WHIP FREE Non Fat Dressing",0,0,0.00
3669,232,4,13,0,0.00,0,"MOLLY MCBUTTER Flavor Sprinkles, Cheese",0,0,0.00
3671,309,395,13,0,0.00,0,"PAM Olive Oil Cooking Spray",0,0,0.00
3673,80,291,13,0,0.00,0,"PEPPERIDGE FARM Bread, Crunchy Oat",0,0,0.00
3674,80,291,13,0,0.00,0,"PEPPERIDGE FARM Bread, Oatmeal",0,0,0.00
3675,112,236,13,0,0.00,0,"SUBWAY Sandwich, Turkey Breast, Wheat, 6 Inch",0,0,0.00
3678,177,253,13,0,0.00,0,"QUAKER OATS Old Fashioned Oatmeal, Dry",0,0,0.00
3683,61,,2,0,0.00,0,"Biscuit, Whole Wheat",1,0,0.00
3684,80,414,13,0,0.00,0,"THOMAS' Oat Bran English Muffin",0,0,0.00
3698,561,138,13,0,0.00,0,"KRAFT Garden Primavera Pasta Salad, Prepared",0,0,0.00
3708,568,27,13,0,0.00,1,"DORMAN'S Deli Light Swiss Cheese, No Salt",0,0,0.00
3709,568,27,13,0,0.00,1,"DORMAN'S Low Sodium Cheddar Jack Cheese",0,0,0.00
3710,568,27,13,0,0.00,1,"DORMAN'S Low Sodium, Low Fat Cheddar Cheese",0,0,0.00
3711,568,27,13,0,0.00,1,"DORMAN'S Low Sodium Monterey Cheese",0,0,0.00
3712,568,27,13,0,0.00,1,"DORMAN'S Low Sodium Mozzarella Cheese",0,0,0.00
3713,568,27,13,0,0.00,1,"DORMAN'S Low Sodium Muenster Cheese",0,0,0.00
3714,568,27,13,0,0.00,1,"DORMAN'S Low Sodium Provolone Cheese",0,0,0.00
3715,568,27,13,0,0.00,1,"DORMAN'S Low Sodium, Low Fat Swiss Cheese",0,0,0.00
3718,803,44,13,0,0.00,0,"CAMPBELL'S CHUNKY  Beef with Country Vegetable Soup",0,0,0.00
3725,568,138,13,0,0.00,0,"KRAFT Natural Fine Shredded Cheddar Cheese, Mild",0,0,0.00
3729,119,248,13,0,0.00,1,"KEEBLER Cheese & Peanut Butter Cracker Sandwiches",0,0,0.00
3733,79,,19,0,0.00,1,"FROOKIE Apple Cinnamon Oat Bran Cookie",0,0,0.00
3735,231,142,13,0,0.00,0,"LAND O' LAKES Butter, Salted, Stick",0,0,0.00
3736,568,580,13,0,0.00,0,"PHILADELPHIA Cream Cheese, Light",0,0,0.00
3739,112,39,13,0,0.00,1,"BURGER KING BK BROILER Chicken Sandwich",0,0,0.00
3743,554,109,13,0,0.00,1,"HARDEE'S Bacon and Egg Biscuit",0,0,0.00
3744,554,109,13,0,0.00,0,"HARDEE'S Biscuit, Bacon, Egg and Cheese",0,0,0.00
3745,136,109,13,0,0.00,0,"HARDEE'S BIG COUNTRY BREAKFAST PLATTER with Bacon",0,0,0.00
3748,136,109,13,0,0.00,1,"HARDEE'S Big Country Breakfast Platter with Sausage",0,0,0.00
3749,112,109,13,0,0.00,0,"HARDEE'S BIG ROAST BEEF Sandwich",0,0,0.00
3751,136,109,13,0,0.00,0,"HARDEE'S BISCUIT & GRAVY",0,0,0.00
3754,112,109,13,0,0.00,1,"HARDEE'S Charbroiled Chicken Sandwich",0,0,0.00
3756,554,109,13,0,0.00,0,"HARDEE'S Biscuit, Ham, Egg & Cheese",0,0,0.00
3757,112,109,13,0,0.00,0,"HARDEE'S MUSHROOM & SWISS THICKBURGER",0,0,0.00
3758,112,109,13,0,0.00,0,"HARDEE'S Sandwich, Roast Beef, Regular",0,0,0.00
3759,64,109,13,0,0.00,0,"HARDEE'S Pancakes",0,0,0.00
3760,112,134,13,0,0.00,1,"KFC ORIGINAL RECIPE Chicken Sandwich with Sauce",0,0,0.00
3761,550,134,13,0,0.00,0,"KFC EXTRA CRISPY Chicken, Breast",0,0,0.00
3762,550,134,13,0,0.00,0,"KFC EXTRA CRISPY Chicken, Drumstick",0,0,0.00
3763,550,134,13,0,0.00,0,"KFC EXTRA CRISPY Chicken, Thigh",0,0,0.00
3764,550,134,13,0,0.00,0,"KFC EXTRA CRISPY Chicken, Whole Wing",0,0,0.00
3770,556,147,13,0,0.00,0,"LONG JOHN SILVER'S Coleslaw",0,0,0.00
3774,642,147,13,0,0.00,0,"LONG JOHN SILVER'S French Fries, Regular",0,0,0.00
3777,112,147,13,0,0.00,0,"LONG JOHN SILVER'S Sandwich, Fish",0,0,0.00
3779,176,147,13,0,0.00,0,"LONG JOHN SILVER'S Hushpuppy",0,0,0.00
3781,762,147,13,0,0.00,0,"LONG JOHN SILVER'S Shrimp, Battered",0,0,0.00
3791,782,159,13,0,0.00,0,"McDONALD'S Ice Cream in a Cone, Vanilla, Reduced Fat",0,0,0.00
3792,550,159,13,0,0.00,0,"McDONALD'S CHICKEN McNUGGETS Made with White Meat, 4 piece",0,0,0.00
3793,550,159,13,0,0.00,0,"McDONALD'S CHICKEN McNUGGETS Made with White Meat, 10 piece",0,0,0.00
3795,6,159,13,0,0.00,1,"McDONALD'S Salad Dressing, Ranch",0,0,0.00
3800,62,248,13,0,0.00,0,"KEEBLER TOWNHOUSE Reduced Sodium Crackers",0,0,0.00
3801,62,175,13,0,0.00,0,"WHEAT THINS HARVEST CRISPS Five Grain Crackers",0,0,0.00
3802,62,175,13,0,0.00,1,"HARVEST CRISPS Oat Crackers",0,0,0.00
3808,550,39,13,0,0.00,0,"BURGER KING CHICKEN TENDERS, 8 Pieces",0,0,0.00
3809,112,39,13,0,0.00,0,"BURGER KING Double Cheeseburger",0,0,0.00
3810,441,39,13,0,0.00,0,"BURGER KING Ranch Dipping Sauce",0,0,0.00
3811,442,39,13,0,0.00,0,"BURGER KING Sweet & Sour Dipping Sauce",0,0,0.00
3816,132,111,13,0,0.00,1,"HEALTHY CHOICE Entree, Beef Pepper Steak Oriental",0,0,0.00
3820,131,111,13,0,0.00,1,"HEALTHY CHOICE FAMILIAR FAVORITES Country Glazed Chicken Entree",0,0,0.00
3821,127,111,13,0,0.00,1,"HEALTHY CHOICE FAMILIAR FAVORITES Lasagna Bake with Meat Sauce Entree",0,0,0.00
3827,283,149,13,0,0.00,0,"LOUIS RICH BUN LENGTH Turkey  Frank",0,0,0.00
3828,289,149,13,0,0.00,0,"LOUIS RICH Turkey Polska Kielbasa",0,0,0.00
3829,289,149,13,0,0.00,0,"LOUIS RICH Turkey Smoked Sausage",0,0,0.00
3830,289,327,13,0,0.00,0,"JENNIE-O TURKEY STORE Turkey Breakfast Sausage Links, Mild",0,0,0.00
3831,62,300,13,0,0.00,1,"BURNS & RICKER Pita Poppy-Onion Pita Crisps",0,0,0.00
3836,175,87,13,0,0.00,0,"DORITOS NACHO CHEESE Flavored Tortilla Chips",0,0,0.00
3837,175,87,13,0,0.00,0,"DORITOS COOL RANCH Flavored Tortilla Chips",0,0,0.00
3838,175,87,13,0,0.00,0,"DORITOS Toasted Corn Tortilla Chips",0,0,0.00
3841,62,248,13,0,0.00,1,"KEEBLER WHEATABLES 30% Reduced Fat White Cheddar Crackers",0,0,0.00
3842,574,138,13,0,0.00,0,"LIGHT N' LIVELY Low Fat Strawberry/Blueberry  Yogurt",0,0,0.00
3844,642,87,13,0,0.00,0,"RUFFLES Reduced Fat Regular Potato Chips",0,0,0.00
3845,79,,19,0,0.00,1,"FIBER CLASSIC Original Vanilla Cookie",0,0,0.00
3846,79,,19,0,0.00,1,"FIBER CLASSIC Peanut Butter Cookie",0,0,0.00
3847,112,39,13,0,0.00,0,"BURGER KING Bacon Double Cheeseburger",0,0,0.00
3850,545,273,13,0,0.00,0,"WENDY'S Baked Potato, Bacon & Cheese",0,0,0.00
3852,545,273,13,0,0.00,0,"WENDY'S Baked Potato, Broccoli & Cheese",0,0,0.00
3853,545,273,13,0,0.00,1,"WENDY'S Cheese Baked Potato",0,0,0.00
3854,441,273,13,0,0.00,0,"WENDY'S Sauce, Cheese",0,0,0.00
3856,112,273,13,0,0.00,1,"WENDY'S Chicken Club Sandwich",0,0,0.00
3857,562,273,13,0,0.00,1,"WENDY'S Grilled Chicken Salad, No Dressing",0,0,0.00
3858,124,273,13,0,0.00,0,"WENDY'S Chili, Small",0,0,0.00
3859,642,273,13,0,0.00,0,"WENDY'S French Fries, Medium",0,0,0.00
3860,112,273,13,0,0.00,0,"WENDY'S Hamburger, Kid's Meal",0,0,0.00
3863,112,273,13,0,0.00,1,"WENDY'S Cheeseburger, CLASSIC SINGLE with Everything Plus American Cheese",0,0,0.00
3864,112,273,13,0,0.00,1,"WENDY'S CLASSIC SINGLE with Everything Hamburger",0,0,0.00
3866,562,273,13,0,0.00,1,"WENDY'S Taco Salad",0,0,0.00
3885,112,236,13,0,0.00,0,"SUBWAY Sandwich, White, Honey Mustard Ham, 6 Inch",0,0,0.00
3888,112,236,13,0,0.00,0,"SUBWAY Sandwich, Meatball Marinara, Wheat, 6 Inch",0,0,0.00
3891,283,18,13,0,0.00,0,"ARMOUR Jumbo Hot Dog",0,0,0.00
3892,283,293,13,0,0.00,0,"BALL PARK Lite Frank",0,0,0.00
3893,283,18,13,0,0.00,1,"BUTTERBALL Fat Free Frank",0,0,0.00
3894,283,293,13,0,0.00,1,"GRILLMASTER Chicken Frank",0,0,0.00
3896,289,149,13,0,0.00,1,"LOUIS RICH Turkey Cheese Smoked Sausage",0,0,0.00
3898,285,188,13,0,0.00,0,"OSCAR MAYER LIGHT Beef Bologna",0,0,0.00
3902,601,395,13,0,0.00,0,"FLEISCHMANN'S Original Margarine, 40% Corn Oil, Stick",0,0,0.00
3903,601,395,13,0,0.00,0,"PARKAY Original Margarine, Soft, Stick",0,0,0.00
3905,306,228,13,0,0.00,0,"SLIM FAST Bar, Breakfast & Lunch, Dutch Chocolate",0,0,0.00
3906,306,228,13,0,0.00,0,"SLIM FAST Bar, Breakfast & Lunch, Peanut Butter",0,0,0.00
3914,173,424,13,0,0.00,0,"OLD EL PASO Taco Shells, Super Stuffer",0,0,0.00
3924,115,577,13,0,0.00,0,"TOMBSTONE Pizza, Crust, Thin, Pepperoni",0,0,0.00
3925,115,577,13,0,0.00,0,"TOMBSTONE Supreme Thin Crust Pizza",0,0,0.00
3927,115,577,13,0,0.00,0,"TOMBSTONE LIGHT Supreme Pizza",0,0,0.00
3928,115,577,13,0,0.00,0,"TOMBSTONE Pizza, Veggie, Light",0,0,0.00
3929,115,577,13,0,0.00,0,"TOMBSTONE Pizza, Original, Deluxe, 12 inch",0,0,0.00
3930,115,577,13,0,0.00,0,"TOMBSTONE Pizza, Original, Pepperoni, 12 inch",0,0,0.00
3933,62,248,13,0,0.00,0,"KEEBLER CLUB Reduced Sodium Crackers",0,0,0.00
3934,492,133,13,0,0.00,1,"KELLOGG'S POP-TARTS Milk Chocolate Graham Toaster Pastries",0,0,0.00
3939,62,175,13,0,0.00,0,"PREMIUM Fat Free Crackers",0,0,0.00
3940,79,175,13,0,0.00,0,"TEDDY GRAHAMS Chocolate Graham Snacks",0,0,0.00
3943,296,152,13,0,0.00,1,"PB MAX Peanut Butter Candy Bar",0,0,0.00
3944,62,291,13,0,0.00,0,"PEPPERIDGE FARM GOLDFISH Crackers, Cheddar Cheese",0,0,0.00
3945,62,291,13,0,0.00,0,"PEPPERIDGE FARM GOLDFISH Crackers, Pretzel",0,0,0.00
3950,62,175,13,0,0.00,0,"RITZ BITS Sandwiches Made with Real Cheese",0,0,0.00
3952,164,,1,0,0.00,0,"Tomatoes, Red, Diced",1,0,9.00
3955,594,126,13,0,0.00,1,"SUPERPRETZEL Soft Pretzel without Added Salt, King Size",0,0,0.00
3956,296,305,13,0,0.00,0,"TOOTSIE ROLL Midgee, Regular Size",0,0,0.00
3957,112,236,13,0,0.00,0,"SUBWAY Sandwich, Roast Beef , White, 6 Inch",0,0,0.00
3958,81,291,13,0,0.00,0,"PEPPERIDGE FARM Cake, Chocolate Mousse",0,0,0.00
3968,803,16,13,0,0.00,1,"ARBY'S Boston Clam Chowder Soup",0,0,0.00
3969,801,16,13,0,0.00,1,"ARBY'S Cream of Broccoli Soup",0,0,0.00
3971,802,16,13,0,0.00,1,"ARBY'S Lumberjack Mixed Vegetable Soup",0,0,0.00
3972,803,16,13,0,0.00,1,"ARBY'S Old Fashioned Chicken Noodle Soup",0,0,0.00
3976,801,16,13,0,0.00,1,"ARBY'S Wisconsin Cheese Soup",0,0,0.00
3980,112,236,13,0,0.00,0,"SUBWAY Sandwich, Seafood Sensation, White,  6 Inch",0,0,0.00
3981,128,147,13,0,0.00,0,"LONG JOHN SILVER'S Rice",0,0,0.00
3985,130,299,13,0,0.00,0,"BIRDS EYE Bavarian Style Green Beans & Spaetzle Pasta in Buttery Onion Sauce, Frozen",0,0,0.00
3986,132,397,13,0,0.00,1,"BUDGET GOURMET LIGHT Beef Stroganoff Entree",0,0,0.00
3987,127,397,13,0,0.00,1,"BUDGET GOURMET LIGHT Vegetable Lasagna Entree",0,0,0.00
3988,131,397,13,0,0.00,1,"BUDGET GOURMET LIGHT Chicken Au Gratin Entree",0,0,0.00
3989,131,397,13,0,0.00,1,"BUDGET GOURMET LIGHT French Recipe Chicken Entree",0,0,0.00
3990,131,397,13,0,0.00,1,"BUDGET GOURMET LIGHT Glazed Turkey Entree",0,0,0.00
3991,127,397,13,0,0.00,1,"BUDGET GOURMET LIGHT Lasagna with Meat Sauce Entree",0,0,0.00
3992,127,397,13,0,0.00,1,"BUDGET GOURMET LIGHT Linguini with Shrimp and Clams Entree",0,0,0.00
3993,131,397,13,0,0.00,1,"BUDGET GOURMET LIGHT Mandarin Chicken Entree",0,0,0.00
3994,131,397,13,0,0.00,1,"BUDGET GOURMET LIGHT Orange Glazed Chicken Breast Entree",0,0,0.00
3995,132,397,13,0,0.00,1,"BUDGET GOURMET LIGHT Oriental Beef Entree",0,0,0.00
3996,132,397,13,0,0.00,1,"BUDGET GOURMET LIGHT Sirloin of Beef in Herb Sauce Entree",0,0,0.00
3997,132,397,13,0,0.00,1,"BUDGET GOURMET LIGHT Beef Sirloin Salisbury Steak Entree",0,0,0.00
4011,175,87,13,0,0.00,0,"DORITOS Salsa Verde Flavored Tortilla Chips",0,0,0.00
4012,175,87,13,0,0.00,0,"SUN CHIPS Original Flavor Multigrain Snack",0,0,0.00
4015,63,308,13,0,0.00,1,"HOSTESS Low Fat Blueberry Muffin",0,0,0.00
4016,81,308,13,0,0.00,0,"HOSTESS Light Chocolate Cupcake",0,0,0.00
4017,81,308,13,0,0.00,0,"HOSTESS Light TWINKIE",0,0,0.00
4020,62,248,13,0,0.00,0,"KEEBLER MUNCH'EMS Original Baked Snack Crackers",0,0,0.00
4023,112,236,13,0,0.00,0,"SUBWAY Sandwich, Cold Cut Combo, Wheat, 6 Inch",0,0,0.00
4024,112,236,13,0,0.00,0,"SUBWAY Sandwich, Classic Italian BMT,  White, 6 Inch",0,0,0.00
4025,289,327,13,0,0.00,0,"JENNIE-O TURKEY STORE Hot Lean Italian Turkey Sausage",0,0,0.00
4027,794,149,13,0,0.00,0,"LOUIS RICH Ground Turkey, Raw",0,0,0.00
4028,154,395,13,0,0.00,0,"EGG BEATERS Original Egg Substitute",0,0,0.00
4030,112,236,13,0,0.00,0,"SUBWAY Sandwich, Cold Cut Combo, White, 6 Inch",0,0,0.00
4031,112,236,13,0,0.00,0,"SUBWAY Sandwich,  Cheese Steak, White, 6 Inch",0,0,0.00
4032,112,236,13,0,0.00,0,"SUBWAY Sandwich, Spicy Italian, White, 6 Inch",0,0,0.00
4054,115,439,13,0,0.00,0,"TOTINO'S PIZZA ROLLS Sausage",0,0,0.00
4055,115,439,13,0,0.00,0,"TOTINO'S PIZZA ROLLS Pepperoni",0,0,0.00
4057,115,439,13,0,0.00,0,"TOTINO'S PIZZA ROLLS Combination",0,0,0.00
4058,115,439,13,0,0.00,0,"TOTINO'S PIZZA ROLLS Hamburger",0,0,0.00
4059,115,439,13,0,0.00,0,"TOTINO'S PIZZA ROLLS Cheese",0,0,0.00
4060,115,439,13,0,0.00,0,"JENO'S CRISP 'N TASTY Canadian Style Bacon Pizza",0,0,0.00
4061,115,439,13,0,0.00,1,"JENO'S CRISP 'N TASTY Cheese Pizza",0,0,0.00
4062,115,439,13,0,0.00,0,"JENO'S CRISP 'N TASTY Combination Sausage and Pepperoni Pizza",0,0,0.00
4063,115,439,13,0,0.00,0,"JENO'S CRISP 'N TASTY Hamburger Pizza",0,0,0.00
4064,115,439,13,0,0.00,0,"JENO'S CRISP 'N TASTY Pepperoni Pizza",0,0,0.00
4065,115,439,13,0,0.00,0,"JENO'S CRISP 'N TASTY Sausage Pizza",0,0,0.00
4090,115,439,13,0,0.00,1,"TOTINO'S Combination Microwave Pizza For One",0,0,0.00
4091,115,439,13,0,0.00,1,"TOTINO'S Pepperoni Microwave Pizza For One",0,0,0.00
4092,115,439,13,0,0.00,1,"TOTINO'S Sausage Microwave Pizza For One",0,0,0.00
4093,115,439,13,0,0.00,1,"TOTINO'S Cheese Microwave Pizza For One",0,0,0.00
4101,115,439,13,0,0.00,1,"TOTINO'S PARTY PIZZA Bacon Burger",0,0,0.00
4104,115,439,13,0,0.00,0,"TOTINO'S PARTY PIZZA Sausage",0,0,0.00
4105,115,439,13,0,0.00,0,"TOTINO'S PARTY PIZZA Cheese",0,0,0.00
4106,115,439,13,0,0.00,0,"TOTINO'S PARTY PIZZA Pepperoni",0,0,0.00
4107,115,439,13,0,0.00,0,"TOTINO'S PARTY PIZZA Combination",0,0,0.00
4108,115,439,13,0,0.00,0,"TOTINO'S PARTY PIZZA Canadian Style Bacon",0,0,0.00
4109,115,439,13,0,0.00,0,"TOTINO'S PARTY PIZZA Hamburger",0,0,0.00
4110,795,,1,0,0.00,0,"Beef, Separable Lean and Fat, 1/4"" Fat, Raw",1,0,11.00
4111,182,,1,0,0.00,0,"Beef, Separable Lean and Fat, 0"" Fat, Cooked",1,0,13.00
4112,795,,1,0,0.00,0,"Beef, Choice, Separable Lean and Fat, 1/4"" Fat, Raw",1,0,12.00
4113,182,,1,0,0.00,0,"Beef, Choice, Separable Lean and Fat, 1/4"" Fat, Cooked",1,0,13.00
4114,182,,1,0,0.00,0,"Beef, Choice, Separable Lean and Fat, 0"" Fat, Cooked",1,0,13.00
4115,795,,1,0,0.00,0,"Beef, Select, Separable Lean and Fat, 1/4"" Fat, Raw",1,0,11.00
4118,795,,1,0,0.00,1,"Beef, Brisket, Flat Half, Separable Lean, 1/4'' Fat, Raw",1,0,0.00
4121,795,,1,0,0.00,0,"Beef, Brisket, Point Half, Separable Lean, 1/4'' Fat, Raw",1,0,1.00
4123,182,,1,0,0.00,0,"Beef, Choice, Separable Lean, 1/4"" Fat, Cooked",1,0,31.00
4124,182,,1,0,0.00,0,"Beef, Choice, Separable Lean, 0"" Fat, Cooked",1,0,25.00
4125,795,,1,0,0.00,0,"Beef, Select, Separable Lean, 1/4"" Fat, Raw",1,0,28.00
4126,182,,1,0,0.00,0,"Beef, Select, Separable Lean, 1/4"" Fat, Cooked",1,0,30.00
4127,182,,1,0,0.00,0,"Beef, Select, Separable Lean, 0"" Fat, Cooked",1,0,24.00
4128,795,,1,0,0.00,0,"Beef, Prime, Separable Lean, 1/4"" Fat, Raw",1,0,22.00
4129,182,,1,0,0.00,0,"Beef, Prime, Separable Lean, 1/4"" Fat, Cooked",1,0,28.00
4130,231,,1,0,0.00,0,"Fat, Beef, Raw",1,0,0.00
4131,231,,1,0,0.00,0,"Fat, Beef, Cooked",1,0,0.00
4132,795,,1,0,0.00,0,"Beef, Brisket, Whole, Separable Lean and Fat, 1/4'' Fat, Raw",1,0,0.00
4133,182,,1,0,0.00,0,"Beef, Brisket, Whole, Separable Lean and Fat, 1/4'' Fat, Braised",1,0,0.00
4134,182,,1,0,0.00,0,"Beef, Brisket, Whole, Separable Lean and Fat, 0'' Fat, Braised",1,0,1.00
4136,795,,1,0,0.00,1,"Beef, Brisket, Flat Half, Separable Lean and Fat, 1/4'' Fat, Raw",1,0,0.00
4137,182,,1,0,0.00,1,"Beef, Brisket, Flat Half, Separable Lean and Fat, 1/4'' Fat, Braised",1,0,0.00
4138,182,,1,0,0.00,0,"Beef, Brisket, Flat Half, Separable Lean and Fat, 0'' Fat, Braised",1,0,0.00
4139,182,,1,0,0.00,1,"Beef, Brisket, Flat Half, Separable Lean, 1/4'' Fat, Braised",1,0,31.00
4140,182,,1,0,0.00,0,"Beef, Brisket, Flat Half, Separable Lean, 0'' Fat, Braised",1,0,2.00
4141,795,,1,0,0.00,0,"Beef, Brisket, Point Half, Separable Lean and Fat, 1/4'' Fat, Raw",1,0,1.00
4142,182,,1,0,0.00,0,"Beef, Brisket, Point Half, Separable Lean and Fat, 1/4'' Fat, Braised",1,0,1.00
4143,182,,1,0,0.00,0,"Beef, Brisket, Point Half, Separable Lean and Fat, 0'' Fat, Braised",1,0,1.00
4144,182,,1,0,0.00,0,"Beef, Brisket, Point Half, Separable Lean, 1/4'' Fat, Braised",1,0,35.00
4145,182,,1,0,0.00,0,"Beef, Brisket, Point Half, Separable Lean, 0'' Fat, Braised",1,0,27.00
4146,795,,1,0,0.00,1,"Beef, Chuck, Arm Pot Roast, Separable Lean and Fat, 1/4'' Fat, Raw",1,0,15.00
4147,182,,1,0,0.00,1,"Beef, Chuck, Arm Pot Roast, Separable Lean and Fat, 1/4'' Fat, Braised",1,0,19.00
4148,182,,1,0,0.00,0,"Beef, Chuck, Arm Pot Roast, Separable Lean and Fat, 0'' Fat, Braised",1,0,19.00
4149,795,,1,0,0.00,1,"Beef, Chuck, Arm Pot Roast, Choice, Separable Lean and Fat, 1/4'' Fat, Raw",1,0,15.00
4150,182,,1,0,0.00,1,"Beef, Chuck, Arm Pot Roast, Choice, Separable Lean and Fat, 1/4'' Fat, Braised",1,0,19.00
4151,182,,1,0,0.00,1,"Beef, Chuck, Arm Pot Roast, Choice, Separable Lean and Fat, 0'' Fat, Braised",1,0,23.00
