"FoodID","FoodClassID","ManufacturerID","ReferenceID","Common","CupGramWeightValue","Discontinued","FoodName","Generic","Recipe","RefusePercentage"
1,568,,1,1,135.00,0,"Cheese, Blue",1,0,0.00
2,568,,1,0,246.00,0,"Cheese, Camembert",1,0,0.00
3,568,,1,0,132.00,0,"Cheese, Cheddar, Pieces",1,0,0.00
4,568,,1,1,132.00,0,"Cheese, Cheddar, Diced",1,0,0.00
5,568,,1,1,0.00,0,"Cheese, Cheddar, Shredded",1,0,0.00
7,568,,1,0,0.00,0,"Cottage Cheese, Creamed, 4% Fat",1,0,0.00
8,568,,1,1,0.00,0,"Cottage Cheese, Low Fat 2%",1,0,0.00
9,568,,1,1,0.00,0,"Cottage Cheese, Low Fat 1%",1,0,0.00
10,568,,1,0,0.00,0,"Cottage Cheese, Uncreamed, Fat Free, Dry",1,0,0.00
11,568,,1,1,0.00,0,"Cream Cheese",1,0,0.00
12,568,,1,0,112.00,0,"Cheese, Mozzarella, Whole Milk",1,0,0.00
13,568,,1,1,112.00,0,"Cheese, Mozzarella, Part Skim Milk",1,0,0.00
14,568,,1,1,0.00,0,"Cheese, Parmesan, Grated",1,0,0.00
16,568,,1,0,0.00,0,"Cottage Cheese, Creamed, with Fruit",1,0,0.00
17,568,,1,1,132.00,0,"Cheese, Provolone",1,0,0.00
18,568,,1,1,0.00,0,"Cheese, Ricotta, Whole Milk",1,0,0.00
19,568,,1,1,0.00,0,"Cheese, Ricotta, Part Skim Milk",1,0,0.00
20,568,,1,0,0.00,0,"Cheese, Romano",1,0,0.00
21,568,,1,1,132.00,0,"Cheese, Swiss",1,0,0.00
22,569,,1,1,140.00,0,"Cheese, American, Processed",1,0,0.00
23,569,,1,0,140.00,0,"Cheese, Swiss, Processed with Di Sodium Phosphate",1,0,0.00
24,569,,1,1,113.00,0,"Cheese, American, Processed, without Di Sodium Phosphate",1,0,0.00
25,569,,1,1,244.00,0,"Cheese, American, Spread, Processed",1,0,0.00
26,147,,1,1,0.00,0,"Cream, Half and Half",1,0,0.00
27,430,,2,1,0.00,0,"Sauce, Tomato Chili",1,0,0.00
28,147,,1,1,0.00,0,"Cream, Coffee or Table, Liquid, Light",1,0,0.00
29,430,113,13,0,0.00,0,"HEINZ 57 Traditional Steak Sauce",0,0,0.00
30,147,,1,0,0.00,0,"Cream, Whipping, Light, Liquid",1,0,0.00
31,430,113,13,0,0.00,0,"HEINZ Hot Dog Pickle Relish",0,0,0.00
32,147,,1,1,0.00,0,"Cream, Whipping, Heavy, Liquid",1,0,0.00
33,430,113,13,0,0.00,0,"HEINZ Sweet Pickle Relish",0,0,0.00
34,11,,1,1,0.00,0,"Whipped Cream Topping, Pressurized",1,0,0.00
35,430,113,13,0,0.00,0,"HEINZ Tomato Ketchup, Lite Harvest",0,0,0.00
36,147,,1,1,0.00,0,"Sour Cream",1,0,0.00
38,578,,1,1,0.00,0,"Cream Substitute, with Hydrogenated Vegetable Oil and Soy Protein, Liquid",1,0,0.00
39,645,68,13,0,0.00,0,"DEL MONTE Sweet Peas, Canned",0,0,0.00
40,578,,1,1,0.00,0,"Cream Substitute, Powder",1,0,0.00
41,164,68,13,0,0.00,0,"DEL MONTE Cut Green Beans, Canned, without Salt Added",0,0,0.00
42,11,,1,1,0.00,0,"Dessert Topping, Semi Solid, Frozen",1,0,0.00
44,11,,1,1,0.00,0,"Dessert Topping, Powder",1,0,0.00
46,11,,1,0,0.00,0,"Dessert Topping, Pressurized",1,0,0.00
50,570,,1,1,0.00,0,"Milk, Whole 3.3%",1,0,0.00
51,570,,1,1,0.00,0,"Milk, Reduced Fat 2%",1,0,0.00
52,570,,1,0,0.00,0,"Milk, Reduced Fat 2%, with Non Fat Milk Solids",1,0,0.00
53,570,,1,0,0.00,0,"Milk, Reduced Fat 2%, with Added Protein",1,0,0.00
54,570,,1,1,0.00,0,"Milk, Low Fat, 1%",1,0,0.00
55,570,,1,0,0.00,0,"Milk, Low Fat, 1%, with Non Fat Milk Solids",1,0,0.00
56,570,,1,0,0.00,0,"Milk, Low Fat, 1%, with Added Protein",1,0,0.00
57,570,,1,1,0.00,0,"Milk, Non Fat Skim or Fat Free",1,0,0.00
58,570,,1,0,0.00,0,"Milk, Non Fat Skim or Fat Free, with Non Fat Milk Solids",1,0,0.00
59,570,,1,0,0.00,0,"Milk, Non Fat Skim or Fat Free, with Added Protein",1,0,0.00
60,570,,1,0,0.00,0,"Milk, Buttermilk, Low Fat",1,0,0.00
61,570,,1,1,0.00,0,"Milk, Evaporated, Whole",1,0,0.00
62,570,,1,0,0.00,0,"Milk, Evaporated, Non Fat or Skim",1,0,0.00
63,570,,1,0,0.00,0,"Milk, Condensed, Sweetened",1,0,0.00
64,572,,1,0,0.00,0,"Milk, Buttermilk, Dried",1,0,0.00
65,572,,1,1,0.00,0,"Milk, Dry, Instant, Non Fat, with Added Vitamin A",1,0,0.00
67,93,,1,1,0.00,0,"Milk, Chocolate, Whole",1,0,0.00
68,93,,1,1,0.00,0,"Milk, Chocolate, Reduced Fat",1,0,0.00
69,93,,1,0,0.00,0,"Milk, Chocolate, Low Fat",1,0,0.00
70,93,,1,0,0.00,0,"Eggnog",1,0,0.00
71,93,,1,0,0.00,0,"Milk, Malted, Chocolate, Mix, Prepared with Milk",1,0,0.00
72,93,,1,0,0.00,0,"Milk, Malted, Mix, Prepared with Milk",1,0,0.00
73,90,,1,0,0.00,0,"Milkshake, Chocolate",1,0,0.00
74,90,,1,0,0.00,0,"Milkshake, Vanilla",1,0,0.00
75,87,,1,0,0.00,0,"Tomatoes Juice, without Salt Added",1,0,0.00
76,640,,1,0,0.00,0,"Ice Cream, Vanilla",1,0,0.00
78,640,,1,0,0.00,0,"Ice Cream, Vanilla, Light, Soft Serve",1,0,0.00
80,640,,1,1,0.00,0,"Ice Cream, Vanilla, Rich",1,0,0.00
82,640,,1,0,0.00,0,"Ice Cream, Vanilla, Light",1,0,0.00
84,130,44,13,0,0.00,0,"CAMPBELL'S Stuffed Cabbage Roll Entree (FS)",0,0,0.00
85,779,,1,0,0.00,0,"Sherbet, Orange",1,0,0.00
90,302,,1,0,0.00,0,"Pudding, Chocolate, Mix, Prepared with Whole Milk",1,0,0.00
92,574,,1,1,0.00,0,"Yogurt, Fruit, Low Fat (11 grams protein per 8 ounces)",1,0,0.00
93,146,,1,1,0.00,0,"Yogurt, Plain, Low Fat (12 grams protein per 8 ounces)",1,0,0.00
94,146,,1,1,0.00,0,"Yogurt, Plain, Non Fat (13 grams protein per 8 ounces)",1,0,0.00
95,146,,1,0,0.00,0,"Yogurt, Plain, Made with Whole Milk (8 grams protein per 8 ounces)",1,0,0.00
96,154,,1,1,243.00,0,"Egg, Raw",1,0,12.00
97,154,,1,0,243.00,0,"Egg, Whites, Raw",1,0,0.00
98,154,,1,1,243.00,0,"Egg, Yolk, Raw",1,0,0.00
99,154,,1,1,0.00,0,"Eggs, Fried",1,0,0.00
100,154,,1,1,136.00,0,"Eggs, Hard Boiled",1,0,12.00
101,154,,1,0,0.00,0,"Eggs, Poached",1,0,0.00
102,154,,1,1,220.00,0,"Eggs, Scrambled with Milk and Butter",1,0,0.00
104,231,,1,1,227.00,0,"Butter",1,0,0.00
107,231,,1,1,0.00,0,"Butter, Whipped",1,0,0.00
109,764,,1,1,0.00,0,"Shortening, with Soybean and Cottonseed Oil",1,0,0.00
110,603,404,13,0,0.00,1,"MAZOLA Reduced Calorie Diet Margarine",0,0,0.00
111,231,,1,1,0.00,0,"Lard",1,0,0.00
112,309,404,13,0,0.00,0,"MAZOLA NO STICK Corn Oil or Butter Flavored Cooking Spray",0,0,0.00
114,601,,1,1,0.00,0,"Margarine",1,0,0.00
116,601,,1,1,0.00,1,"Margarine, Soft",1,0,0.00
117,601,,1,1,0.00,1,"Margarine, Soft, Unsalted",1,0,0.00
119,601,,2,1,0.00,0,"Margarine, Whipped",1,0,0.00
120,808,,1,1,0.00,0,"Oil, Corn",1,0,0.00
122,808,,1,1,0.00,0,"Oil, Olive",1,0,0.00
124,808,,1,0,0.00,0,"Oil, Peanut",1,0,0.00
125,290,,1,0,0.00,0,"Apricots, Halves with Skin, Canned in Water",1,0,0.00
126,808,,1,1,0.00,0,"Oil, Safflower (>70% Linoleic)",1,0,0.00
128,817,,1,1,0.00,0,"Oil, Soybean, Hydrogenated",1,0,0.00
129,167,,1,0,0.00,0,"Rice, Brown, Long Grain, Cooked",1,0,0.00
130,808,,1,0,0.00,0,"Oil, Soybean, with Soybean and Cottonseed Oil",1,0,0.00
131,591,,1,0,0.00,0,"Rice, Brown, Long Grain, Dry",1,0,0.00
132,6,,1,1,0.00,0,"Salad Dressing, Blue Cheese",1,0,0.00
133,435,,2,0,0.00,0,"Salad Dressing, Blue Cheese, Low Calorie",1,0,0.00
134,6,,1,1,0.00,0,"Salad Dressing, French",1,0,0.00
135,435,,1,0,0.00,0,"Salad Dressing, French, Low Fat",1,0,0.00
136,804,,1,1,0.00,0,"Salad Dressing, Italian",1,0,0.00
137,435,,1,0,0.00,0,"Salad Dressing, Italian, Diet",1,0,0.00
138,809,,1,1,0.00,0,"Mayonnaise, with Soybean Oil",1,0,0.00
139,804,,1,1,0.00,0,"Salad Dressing, Mayonnaise Type",1,0,0.00
140,809,,2,1,0.00,0,"Mayonnaise, Low Calorie",1,0,0.00
141,431,,2,1,0.00,0,"Sauce, Tartar",1,0,0.00
142,804,,1,1,0.00,0,"Salad Dressing, Thousand Island",1,0,0.00
143,435,,1,1,0.00,0,"Salad Dressing, Thousand Island, Low Calorie",1,0,0.00
144,6,,1,0,0.00,0,"Salad Dressing, Cooked",1,0,0.00
146,789,,1,1,227.00,0,"Clams, Mixed Species, Raw",1,0,0.00
147,151,,1,0,240.00,0,"Clams, Mixed Species, Liquid, Canned",1,0,0.00
149,762,,1,1,0.00,0,"Fish Sticks, Frozen, Heated",1,0,0.00
150,762,,2,0,0.00,0,"Haddock, Floured or Breaded, Fried",1,0,0.00
151,762,,2,1,0.00,0,"Perch, Floured or Breaded, Fried",1,0,0.00
152,789,,1,0,0.00,0,"Oyster, Eastern, Farmed, Raw",1,0,0.00
153,152,,1,0,0.00,0,"Salmon, Pink, with Bone and Liquid, Canned",1,0,0.00
154,152,,1,0,149.00,0,"Sardines, Atlantic, with Bones, Canned in Oil",1,0,0.00
155,762,,1,0,0.00,0,"Scallops, Mixed Species, Breaded, Fried",1,0,0.00
157,151,,1,1,128.00,0,"Shrimp, Mixed Species, Canned",1,0,0.00
158,762,,1,1,0.00,0,"Shrimp, Mixed Species, Breaded, Fried",1,0,0.00
159,152,,1,1,146.00,0,"Tuna, Light, Canned in Oil, Drained",1,0,0.00
160,562,,1,1,0.00,0,"Tuna Salad",1,0,0.00
161,185,,1,1,0.00,0,"Bacon, Pork, Cured, Broiled, Pan Fried or Roasted",1,0,0.00
162,182,,1,0,0.00,0,"Beef, Separable Lean and Fat, 1/4"" Fat, Cooked",1,0,13.00
163,182,,1,0,0.00,0,"Beef, Separable Lean, 1/4"" Fat, Roasted",1,0,28.00
164,182,,1,1,0.00,1,"Beef, Ground, Extra Lean, Broiled Medium",1,0,0.00
165,182,,1,1,0.00,1,"Beef, Ground, Patty, Lean, Broiled, Medium",1,0,0.00
166,182,,1,0,0.00,0,"Beef, Rib, Whole, Separable Lean and Fat, 1/4'' Fat, Broiled",1,0,21.00
167,182,,1,0,0.00,0,"Beef, Rib, Whole, Separable Lean, 1/4'' Fat, Roasted",1,0,41.00
168,182,,1,0,0.00,1,"Beef, Bottom Round, Separable Lean and Fat, 1/4'' Fat, Roasted",1,0,2.00
169,182,,1,0,0.00,1,"Beef, Bottom Round, Separable Lean, 1/4'' Fat, Roasted",1,0,13.00
170,182,,1,1,0.00,1,"Beef, Top Sirloin, Separable Lean and Fat, 1/4''  Fat, Broiled",1,0,5.00
171,182,,1,0,0.00,1,"Beef, Top Sirloin, Separable Lean, 1/4'' Fat, Broiled",1,0,17.00
172,182,,1,1,0.00,1,"Beef, Top Round, Separable Lean and Fat, 1/4'' Fat, Broiled",1,0,3.00
173,182,,1,1,0.00,1,"Beef, Top Round, Separable Lean, 1/4'' Fat, Broiled",1,0,10.00
174,182,,1,0,0.00,0,"Beef, Corned Beef, Canned",1,0,0.00
175,132,,2,0,0.00,0,"Beef, Beef Hash, Corned, Canned",1,0,0.00
176,284,,1,0,0.00,0,"Beef, Cured, Dried",1,0,0.00
177,132,,3,1,0.00,1,"Stew, Beef with Vegetables, Prepared",1,0,0.00
178,114,,2,1,0.00,0,"Pot Pie, Beef",1,0,0.00
179,124,,2,1,0.00,0,"Chili Con Carne, with Beans, Canned",1,0,0.00
180,132,,3,0,0.00,1,"Chop Suey, with Beef and Pork, Prepared",1,0,0.00
181,182,,1,0,0.00,0,"Beef, Heart, Simmered",1,0,16.00
182,183,,1,0,0.00,0,"Lamb, Domestic, Rib, Choice, Separable Lean and Fat, 1/4'' Fat, Broiled",1,0,30.00
183,183,,1,0,0.00,0,"Lamb, Domestic, Rib, Choice, Separable Lean, 1/4'' Fat, Broiled",1,0,55.00
186,183,,1,0,0.00,0,"Lamb, Domestic, Shoulder, Arm and Blade, Choice, Separable Lean and Fat, 1/4'' Fat, Roasted",1,0,22.00
187,183,,1,0,0.00,0,"Lamb, Domestic, Shoulder, Arm and Blade, Choice, Separable Lean, 1/4'' Fat, Roasted",1,0,37.00
188,182,,1,1,0.00,0,"Beef, Liver, Pan Fried",1,0,0.00
189,185,,1,1,140.00,0,"Ham, Cured, Boneless, 11% Fat, Roasted",1,0,0.00
190,285,,1,1,135.00,0,"Ham, 11% Fat, Sliced",1,0,0.00
191,185,,1,0,0.00,0,"Ham, Chopped, Canned",1,0,0.00
192,185,,1,1,0.00,0,"Pork, Loin, Center Cut, Chops, Separable Lean and Fat, Broiled",1,0,30.00
193,185,,1,1,0.00,0,"Pork, Loin, Center Cut, Chops, Separable Lean, Broiled",1,0,30.00
194,185,,1,1,0.00,0,"Pork, Loin, Center Cut, Roasts, Separable Lean and Fat, Roasted",1,0,26.00
195,185,,1,0,0.00,0,"Pork, Loin, Center, Roasts, Separable Lean, Roasted",1,0,32.00
196,185,,1,0,0.00,0,"Pork, Loin, Tenderloin, Separable Lean, Roasted",1,0,6.00
197,185,,1,0,135.00,0,"Pork, Shoulder, Whole, Separable Lean, Roasted",1,0,39.00
198,285,,1,0,0.00,0,"Bologna, Pork, Sliced",1,0,0.00
199,289,,1,1,0.00,0,"Sausage, Braunschweiger Liver, Pork, Sliced",1,0,0.00
200,289,,1,1,0.00,0,"Sausage, Pork, Patty, Cooked",1,0,0.00
201,287,,2,0,0.00,0,"Deviled Ham, Canned",1,0,0.00
202,283,,1,1,0.00,0,"Hot Dog Weiner or Frankfurter, Beef and Pork",1,0,0.00
203,287,,2,0,0.00,0,"Spread or Potted Meat",1,0,0.00
204,289,,1,1,0.00,0,"Sausage, Pork, Link, Cooked",1,0,0.00
205,285,,1,0,0.00,0,"Salami, Pork, Dry, Sliced",1,0,0.00
206,285,,1,0,0.00,0,"Salami, Beef, Cooked, Sliced",1,0,0.00
207,289,,1,0,0.00,0,"Sausage, Vienna, Beef and Pork, Canned",1,0,0.00
208,184,,1,0,0.00,0,"Veal, Leg, Top Round, Separable Lean, Pan Fried",1,0,5.00
209,184,,1,0,0.00,0,"Veal, Rib, Separable Lean, Braised",1,0,42.00
210,267,,1,1,0.00,0,"Chicken, Breast, Meat and Skin, Boneless, Flour Coated, Fried",1,0,17.00
211,267,,1,1,0.00,0,"Chicken, Drumstick, Meat and Skin, Flour Coated, Fried",1,0,34.00
212,550,,1,1,0.00,0,"Chicken, Breast, Meat and Skin, Batter Coated, Fried",1,0,12.00
213,267,,1,0,0.00,0,"Chicken, Meat Only, Canned in Broth",1,0,0.00
214,131,,2,0,0.00,0,"Chicken a la King, Prepared with Carrots and Cream Sauce",1,0,0.00
215,131,,3,0,0.00,0,"Chicken and Noodles, Prepared",1,0,0.00
216,127,,3,0,0.00,0,"Chicken Chow Mein, Canned",1,0,0.00
217,131,,3,0,0.00,1,"Chicken Chow Mein, Prepared",1,0,0.00
218,114,,2,1,0.00,0,"Pot Pie, Chicken",1,0,0.00
219,280,,1,0,140.00,0,"Turkey, Dark Meat, Meat Only, Roasted",1,0,37.00
220,280,,1,1,140.00,0,"Turkey, Light Meat, Meat Only, Roasted",1,0,26.00
222,280,,1,0,0.00,0,"Turkey, Fryer Roaster, Breast, Meat Only, Roasted",1,0,21.00
223,290,,1,1,109.00,0,"Apple",1,0,10.00
224,290,,1,0,0.00,0,"Apple, Slices",1,0,10.00
225,86,,1,1,0.00,0,"Juice, Apple, Unsweetened, Canned",1,0,0.00
226,814,,1,1,0.00,0,"Applesauce, Sweetened, Canned",1,0,0.00
227,290,,1,1,0.00,0,"Applesauce, Unsweetened, Canned",1,0,0.00
228,290,,1,0,155.00,0,"Apricots",1,0,7.00
229,814,,1,0,0.00,0,"Apricots, Halves with Skin, Canned in Heavy Syrup",1,0,0.00
230,585,,1,0,0.00,0,"Apricots, Dried, Halves, Sulfured",1,0,0.00
231,585,,1,0,0.00,0,"Apricots, Dried, Sulfured, Stewed",1,0,0.00
232,89,,1,0,0.00,0,"Nectar, Apricot, Canned",1,0,0.00
233,818,,1,1,230.00,0,"Avocado, California",1,0,33.00
234,818,,1,1,230.00,0,"Avocado, Florida",1,0,33.00
235,290,,1,1,150.00,0,"Banana",1,0,36.00
236,585,,1,0,0.00,0,"Banana, Dehydrated, Powder",1,0,0.00
237,290,,1,0,0.00,0,"Blackberries",1,0,4.00
238,290,,1,0,0.00,0,"Blueberries",1,0,5.00
239,814,,1,0,0.00,0,"Cherries, Sour Red, Canned in Heavy Syrup",1,0,0.00
240,290,,1,0,0.00,0,"Cherries, Sweet",1,0,8.00
241,86,,1,0,0.00,0,"Juice, Cranberry, Low Calorie, with Saccharin",1,0,0.00
242,773,,1,1,0.00,0,"Sauce, Cranberry, Sweetened, Canned",1,0,0.00
243,585,,1,0,0.00,0,"Dates, Domestic, Whole",1,0,10.00
244,585,,1,0,0.00,0,"Dates, Domestic, Chopped",1,0,10.00
245,814,,1,0,0.00,0,"Fruit Cocktail, Canned in Heavy Syrup",1,0,0.00
246,290,,1,0,230.00,0,"Grapefruit, Pink or Red, Florida",1,0,49.00
247,290,,1,0,230.00,0,"Grapefruit, White",1,0,51.00
248,814,,1,0,0.00,0,"Grapefruit, Sections, Canned in Light Syrup",1,0,0.00
249,86,,1,1,0.00,0,"Juice, Grapefruit, White",1,0,0.00
250,86,,1,0,0.00,0,"Juice, Grapefruit, Pink, Unsweetened, Canned",1,0,0.00
251,86,,1,0,0.00,0,"Juice, Grapefruit, Pink, Sweetened, Canned",1,0,0.00
252,520,,1,0,0.00,0,"Juice, Grapefruit, Unsweetened, Frozen Concentrate",1,0,0.00
253,86,,1,0,0.00,0,"Juice, Grapefruit, Unsweetened, Prepared from Frozen Concentrate",1,0,0.00
255,290,,1,0,0.00,0,"Grapes, Slip Skin (includes Concord), American",1,0,42.00
256,290,,1,1,0.00,0,"Grapes, Red or Green",1,0,4.00
257,86,,1,0,0.00,0,"Juice, Grape, Unsweetened, without Added Vitamin C, Canned",1,0,0.00
258,520,,1,0,288.00,0,"Juice, Grape, Sweetened, Frozen Concentrate",1,0,0.00
259,84,,1,0,0.00,0,"Drink, Grape Juice, Sweetened, with Added Vitamin C, Prepared from Frozen Concentrate",1,0,0.00
260,84,,1,0,0.00,0,"Drink, Grape, Canned",1,0,0.00
261,290,,1,1,212.00,0,"Lemon, Peeled",1,0,47.00
262,290,,1,1,0.00,0,"Juice, Lemon",1,0,0.00
263,290,,1,0,0.00,0,"Juice, Lemon, Canned",1,0,0.00
264,290,,1,0,0.00,0,"Juice, Lemon, Unsweetened, Frozen",1,0,0.00
265,514,,1,0,292.00,0,"Drink, Lemonade, Frozen Concentrate",1,0,0.00
266,84,,1,1,0.00,0,"Drink, Lemonade, Prepared from Frozen Concentrate",1,0,0.00
267,514,,1,0,0.00,0,"Drink, Limeade, Frozen Concentrate",1,0,0.00
268,84,,1,0,0.00,0,"Drink, Limeade, Prepared from Frozen Concentrate",1,0,0.00
269,290,,1,0,0.00,0,"Juice, Lime",1,0,0.00
270,290,,1,0,0.00,0,"Juice, Lime, Unsweetened, Canned",1,0,0.00
271,290,,1,1,0.00,0,"Cantaloupe",1,0,49.00
272,290,,1,1,0.00,0,"Honeydew Melon",1,0,54.00
273,290,,1,1,180.00,0,"Orange",1,0,27.00
274,290,,1,1,0.00,0,"Orange Sections",1,0,27.00
275,86,,1,1,0.00,0,"Juice, Orange",1,0,0.00
276,86,,1,1,0.00,0,"Juice, Orange, Unsweetened, Canned",1,0,0.00
277,520,,1,0,284.00,0,"Juice, Orange, Unsweetened, Frozen Concentrate",1,0,0.00
278,86,,1,1,0.00,0,"Juice, Orange, Unsweetened, Prepared from Frozen Concentrate",1,0,0.00
279,84,,1,1,0.00,0,"Drink Mix, Orange Flavor, Prepared with Water",1,0,0.00
280,86,,1,0,0.00,0,"Juice, Grapefruit, Orange, Unsweetened, Canned",1,0,0.00
281,86,,2,0,0.00,0,"Juice, Orange Grapefruit, Unsweetened, made from Frozen Concentrate",1,0,0.00
282,290,,1,0,0.00,0,"Papaya",1,0,33.00
283,290,,1,1,154.00,0,"Peach",1,0,4.00
284,290,,1,0,0.00,0,"Peach, Slices",1,0,4.00
285,814,,1,1,0.00,0,"Peach, Halves, Canned in Heavy Syrup",1,0,0.00
286,290,,1,0,0.00,0,"Peach, Halves, Canned in Water",1,0,0.00
287,585,,1,0,0.00,0,"Peach, Dried, Sulfured",1,0,0.00
288,585,,1,0,0.00,0,"Peach, Dried, Sulfured, Stewed",1,0,0.00
289,814,,1,0,0.00,0,"Peach, Spiced, Canned in Heavy Syrup",1,0,4.00
290,814,,1,0,0.00,0,"Peach, Slices, Sweetened, Frozen",1,0,0.00
291,290,,1,1,165.00,0,"Pear",1,0,10.00
292,290,,3,0,0.00,1,"Pear, Bosc",1,0,8.00
293,290,,3,0,0.00,1,"Pear, D'Anjou",1,0,8.00
294,814,,1,0,0.00,0,"Pear, Halves, Canned in Heavy Syrup",1,0,0.00
295,290,,1,0,0.00,0,"Pineapple",1,0,49.00
296,814,,1,0,0.00,0,"Pineapple, Canned in Light Syrup",1,0,0.00
297,815,,1,0,0.00,0,"Prunes, Sweetened with Sugar, Stewed",1,0,15.00
298,290,,1,0,0.00,0,"Roselle",1,0,39.00
299,86,,1,1,0.00,0,"Juice, Pineapple, Unsweetened, Canned",1,0,0.00
300,290,,1,1,0.00,0,"Plum",1,0,6.00
302,814,,1,0,0.00,0,"Plums, Purple, Canned in Heavy Syrup",1,0,5.00
303,290,,1,0,0.00,0,"Soursop or Guanabana",1,0,33.00
304,585,,1,0,0.00,0,"Prunes, Dried",1,0,13.00
305,585,,1,0,0.00,0,"Prunes, Dried, Stewed",1,0,15.00
306,86,,1,0,0.00,0,"Juice, Prune, Canned",1,0,0.00
307,585,,1,1,0.00,0,"Raisins, Seedless",1,0,0.00
308,585,,1,1,0.00,0,"Raisins, Seedless, Packed",1,0,0.00
309,290,,1,0,0.00,0,"Raspberries",1,0,4.00
310,814,,1,0,0.00,0,"Raspberries, Red, Sweetened, Frozen",1,0,0.00
311,164,,3,0,0.00,1,"Rhubarb, Cooked with Sugar",1,0,0.00
312,164,,1,0,0.00,0,"Rhubarb, Frozen, Cooked with Sugar",1,0,0.00
313,290,,1,1,0.00,0,"Strawberries",1,0,6.00
314,814,,1,0,0.00,0,"Strawberries, Sliced, Sweetened, Frozen, Thawed",1,0,0.00
315,814,,1,0,0.00,0,"Strawberries, Sweetened, Frozen, Thawed",1,0,0.00
316,290,,1,0,195.00,0,"Tangerine",1,0,26.00
317,86,,1,0,0.00,0,"Juice, Tangerine, Sweetened, Canned",1,0,0.00
318,290,,1,1,0.00,0,"Watermelon",1,0,48.00
319,67,,1,0,0.00,0,"Bagel, Egg",1,0,0.00
321,591,,1,0,0.00,0,"Barley, Pearled, Dry",1,0,0.00
325,80,,1,0,0.00,0,"Bread, Boston Brown, Canned",1,0,0.00
326,456,138,13,0,0.00,0,"KRAFT Jalapeno Dip",0,0,0.00
327,80,,1,1,0.00,0,"Bread, Cracked Wheat",1,0,0.00
328,773,138,13,0,0.00,0,"KRAFT Guacamole Dip",0,0,0.00
329,80,,1,1,0.00,0,"Bread, French",1,0,0.00
330,80,,1,1,0.00,0,"Bread, Vienna",1,0,0.00
332,80,,1,1,0.00,0,"Bread, Italian",1,0,0.00
333,456,138,13,0,0.00,0,"KRAFT French Onion Dip",0,0,0.00
334,80,,1,0,0.00,0,"Bread, Raisin, Enriched",1,0,0.00
335,456,138,13,0,0.00,0,"KRAFT Green Onion Dip",0,0,0.00
336,80,,3,0,0.00,1,"Bread, Light Rye",1,0,0.00
337,456,138,13,0,0.00,0,"KRAFT Bacon & Horseradish Dip",0,0,0.00
338,80,,1,0,0.00,0,"Bread, Pumpernickle",1,0,0.00
339,456,138,13,0,0.00,0,"KRAFT Clam Dip",0,0,0.00
340,80,,1,1,35.00,0,"Bread, White",1,0,0.00
343,531,181,13,0,0.00,0,"NESTLE CARNATION INSTANT BREAKFAST, French Vanilla, Mix",0,0,0.00
345,531,181,13,0,0.00,0,"NESTLE CARNATION INSTANT BREAKFAST, Rich Milk Chocolate, Mix",0,0,0.00
346,430,,19,0,0.00,0,"Sauce, Taco, Canned",1,0,0.00
347,458,,1,1,0.00,0,"Salsa",1,0,0.00
348,440,,1,0,0.00,0,"Sauce, Picante, Canned",1,0,0.00
349,80,,1,0,0.00,0,"Bread, White, Cubes",1,0,0.00
350,238,,1,1,0.00,0,"Bread Crumbs, White, Enriched",1,0,0.00
351,152,,1,1,0.00,0,"Tuna, White, Canned in Water, Drained",1,0,0.00
354,152,303,13,0,0.00,0,"CHICKEN OF THE SEA Very Low Sodium Chunk White Tuna in Spring Water",0,0,0.00
355,152,,1,1,154.00,0,"Tuna, Light, Canned in Water, Drained",1,0,0.00
356,309,395,13,0,0.00,0,"PAM Butter Flavored Cooking Spray",0,0,0.00
357,309,395,13,0,0.00,0,"PAM Original No Stick Cooking Spray",0,0,0.00
360,131,180,13,0,0.00,0,"STOUFFER'S LEAN CUISINE ONE DISH FAVORITES Chicken Chow Mein",0,0,0.00
363,177,,1,0,0.00,0,"Grits, Corn, White, Regular and Quick, Enriched, Cooked with Water and Salt",1,0,0.00
364,177,,1,0,0.00,0,"Grits, Corn, White, Regular and Quick, Unenriched, Cooked with Water and Salt",1,0,0.00
365,177,,1,0,0.00,0,"Hot Cereal, Farina, Enriched, Cooked with Water and Salt",1,0,0.00
368,177,202,13,0,0.00,0,"RALSTON 100% Wheat Hot Cereal, Cooked",0,0,0.00
369,178,,1,0,0.00,1,"Cereal, Wheat Bran",1,0,0.00
370,589,,1,1,0.00,1,"Cereal, Wheat Flakes with Raisins",1,0,0.00
371,178,,1,1,0.00,1,"Cereal, Corn Flakes",1,0,0.00
372,178,133,13,1,0.00,0,"KELLOGG'S FROSTED FLAKES Cereal",0,0,0.00
373,178,,1,1,0.00,1,"Cereal, Corn Flakes, Sweetened",1,0,0.00
374,178,92,13,0,0.00,0,"GENERAL MILLS CHEX, Corn Cereal",0,0,0.00
376,178,253,13,0,0.00,0,"QUAKER OATS Puffed Rice Cereal",0,0,0.00
378,178,,1,1,0.00,0,"GENERAL MILLS TOTAL Wheat Flakes Cereal",1,0,0.00
379,178,253,13,0,0.00,0,"QUAKER OATS Puffed Wheat Cereal",0,0,0.00
381,178,253,13,0,0.00,0,"QUAKER OATS Shredded Wheat Cereal",0,0,0.00
382,178,,1,1,0.00,0,"Cereal, Wheat Germ, Toasted",1,0,0.00
