273,1,3,1.03
274,1,3,1.06
275,1,3,1.50
276,1,3,1.50
278,1,3,2.00
279,1,4,1.66
280,1,3,1.50
281,1,3,1.78
282,1,3,0.91
283,1,3,0.98
284,1,3,1.00
285,1,4,1.21
286,1,3,0.49
287,1,3,1.59
288,1,3,3.31
289,1,4,2.27
290,1,4,1.47
291,1,3,1.60
292,1,7,0.20
292,2,3,1.40
293,1,3,2.00
293,2,7,0.20
294,1,4,1.23
295,1,3,1.29
296,1,3,1.09
297,1,4,3.84
298,1,3,1.16
299,1,3,2.21
300,1,3,1.26
302,1,4,1.44
303,1,3,1.24
304,1,3,1.70
305,1,3,4.42
306,1,3,3.03
307,1,3,1.81
308,1,3,2.06
309,1,3,1.07
310,1,4,1.61
311,1,4,2.50
312,1,4,1.74
313,1,3,0.77
314,1,4,1.53
315,1,4,1.24
316,1,3,1.55
317,1,3,2.08
318,1,3,1.33
319,1,2,2.40
325,1,2,1.10
326,1,7,1.33
327,1,2,2.00
328,1,4,0.00
328,2,7,1.00
329,1,2,1.16
330,1,2,1.16
332,1,2,1.02
333,1,7,1.33
334,1,2,0.89
335,1,7,1.33
336,1,2,2.00
337,1,7,1.33
338,1,2,1.00
339,1,7,1.33
340,1,2,2.00
348,1,1,0.41
349,1,2,1.16
351,1,8,3.11
354,1,8,1.71
355,1,8,2.82
360,1,2,3.00
360,2,14,1.00
363,1,2,1.78
364,1,2,1.81
365,1,2,1.40
368,1,2,1.88
369,1,2,2.61
370,1,2,1.86
370,2,3,1.24
371,1,2,1.44
372,1,2,1.54
373,1,2,1.71
374,1,2,1.54
376,1,2,0.82
378,1,2,1.25
379,1,2,0.44
381,1,2,2.75
382,1,2,0.67
384,1,2,0.70
385,1,1,0.92
385,2,2,3.22
385,3,14,0.92
386,1,4,1.96
387,1,2,2.00
387,2,8,2.00
388,1,4,2.23
389,1,4,3.30
392,1,4,2.94
393,1,4,2.67
393,2,7,1.07
397,1,4,2.58
397,2,7,1.53
398,1,1,0.50
398,2,2,2.50
398,3,14,1.50
402,1,2,1.50
402,2,9,0.50
402,3,14,2.00
404,1,2,3.00
404,2,14,0.50
405,1,7,1.76
405,2,4,3.20
407,1,7,1.00
407,2,4,3.50
408,1,2,1.00
408,2,7,0.50
408,3,10,0.50
411,1,4,2.34
413,1,4,2.84
414,1,4,2.00
414,2,7,1.50
417,1,4,1.50
417,2,7,0.00
418,1,4,1.46
419,1,7,0.38
419,2,4,1.16
422,1,4,1.50
422,2,7,1.00
423,1,4,1.54
430,1,2,1.48
432,1,2,0.79
433,1,2,3.80
433,2,7,4.54
433,3,12,0.94
434,1,4,1.73
434,2,7,2.05
435,1,2,3.20
435,2,7,2.44
435,3,12,1.20
436,1,4,2.40
437,1,4,3.02
438,1,2,2.00
439,1,2,1.44
440,1,2,2.76
441,1,2,1.73
441,2,7,1.16
441,3,10,0.54
442,1,2,2.70
442,2,7,2.24
442,3,10,1.03
448,1,2,2.07
449,1,2,1.48
451,1,2,3.23
454,1,7,3.11
454,2,4,3.83
455,1,14,2.20
455,2,2,2.53
455,3,7,2.87
456,1,4,3.16
456,2,7,3.28
457,1,1,1.00
457,2,2,3.50
457,3,7,5.50
457,4,10,2.00
458,1,4,3.28
458,2,7,2.84
459,1,14,1.86
459,2,2,3.00
459,3,7,2.38
460,1,7,3.47
460,2,4,4.62
464,1,4,3.31
464,2,7,2.61
466,1,4,5.28
466,2,7,2.51
468,1,4,2.57
468,2,7,1.83
470,1,4,4.25
470,2,7,4.57
471,1,1,1.52
471,2,2,2.03
471,3,10,2.12
472,1,4,2.73
472,2,7,2.34
475,1,10,1.02
475,2,2,2.73
476,1,2,1.45
477,1,2,2.40
479,1,2,1.63
480,1,2,3.00
481,1,2,1.33
482,1,2,1.21
484,1,2,1.28
486,1,2,1.21
489,1,2,1.50
490,1,2,2.09
491,1,7,0.50
491,2,2,5.00
493,1,2,2.38
494,1,2,2.13
495,1,1,0.99
495,2,2,2.14
495,3,7,1.37
496,1,1,1.04
496,2,2,2.25
497,1,1,1.56
497,2,2,2.08
497,3,7,1.98
498,1,1,1.16
498,2,2,1.55
498,3,7,1.69
500,1,2,2.73
507,1,12,5.29
508,1,12,1.55
509,1,2,1.24
509,2,8,0.52
510,1,2,1.58
510,2,8,0.39
511,1,2,2.01
511,2,7,1.00
511,3,10,2.01
512,1,1,0.95
512,2,2,1.26
512,3,8,0.12
513,1,8,0.40
513,2,4,0.71
513,3,2,1.07
514,1,8,0.39
514,2,2,1.33
516,1,2,1.19
516,2,8,0.44
517,1,12,2.30
518,1,12,7.48
519,1,7,7.99
520,1,7,1.00
521,1,7,2.50
521,2,12,1.00
522,1,8,0.71
522,2,2,1.33
523,1,7,5.25
523,2,12,5.25
524,1,12,1.88
525,1,2,1.34
525,2,8,0.59
526,1,7,12.11
526,2,12,2.01
527,1,7,1.50
527,2,12,1.00
528,1,7,2.00
528,2,12,1.00
529,1,12,1.93
530,1,7,1.50
530,2,12,1.00
531,1,12,1.91
534,1,4,2.12
535,1,4,2.12
536,1,4,2.00
536,2,7,0.50
537,1,4,3.72
538,1,4,1.50
538,2,7,2.50
539,1,4,0.60
539,2,7,0.73
540,1,4,2.62
541,1,4,1.49
542,1,4,1.75
543,1,4,1.78
544,1,4,0.59
545,1,4,1.56
546,1,4,2.83
548,1,4,0.80
550,1,4,0.92
552,1,4,0.98
553,1,4,1.02
554,1,4,1.50
555,1,4,0.73
556,1,4,0.81
557,1,4,2.00
558,1,4,1.10
559,1,4,0.22
560,1,4,4.00
561,1,4,0.20
562,1,4,0.43
563,1,4,4.86
564,1,1,0.79
565,1,1,0.65
566,1,1,0.79
567,1,1,0.65
568,1,1,0.92
570,1,2,1.00
571,1,1,1.75
572,1,1,1.51
574,1,1,1.24
575,1,1,1.75
576,1,1,1.51
577,1,1,0.72
578,1,1,0.94
579,1,1,1.04
580,1,1,1.76
581,1,1,1.76
582,1,1,2.95
583,1,1,1.05
584,1,1,0.78
585,1,2,1.00
585,2,8,0.00
586,1,2,1.35
586,2,8,0.45
587,1,1,1.24
588,1,1,1.09
589,1,1,0.46
590,1,1,1.03
591,1,1,1.12
592,1,1,1.30
593,1,1,0.84
594,1,1,0.88
595,1,1,0.69
596,1,1,1.09
597,1,1,0.94
598,1,1,0.49
599,1,1,0.41
600,1,1,2.00
601,1,1,1.35
602,1,1,1.09
603,1,1,0.73
605,1,1,0.75
606,1,1,0.57
607,1,1,0.68
608,1,1,0.51
609,1,1,0.65
610,1,1,0.99
611,1,1,1.22
612,1,2,1.11
613,1,2,0.95
614,1,2,0.83
615,1,2,1.15
616,1,2,1.04
617,1,2,0.83
618,1,1,0.31
619,1,1,0.47
620,1,1,1.39
621,1,1,0.60
622,1,1,0.73
623,1,1,0.78
624,1,1,0.43
625,1,1,0.43
626,1,1,0.60
627,1,1,0.45
628,1,1,0.46
629,1,1,0.22
630,1,1,0.84
631,1,1,0.42
632,1,1,0.70
633,1,1,1.28
634,1,1,1.08
635,1,1,1.22
636,1,1,0.38
637,1,1,0.05
638,1,2,0.69
639,1,2,0.75
640,1,1,1.32
641,1,2,0.78
643,1,1,0.60
644,1,1,0.76
645,1,2,1.42
646,1,2,0.85
647,1,2,0.84
648,1,2,1.50
648,2,7,1.50
649,1,2,1.17
650,1,2,2.13
651,1,2,1.46
652,1,2,1.50
652,2,7,1.00
653,1,2,1.00
653,2,7,0.50
654,1,2,1.94
655,1,2,0.93
655,2,7,1.86
656,1,1,1.67
657,1,1,0.17
658,1,1,1.79
659,1,1,0.83
660,1,1,0.83
661,1,1,1.29
662,1,1,1.29
663,1,1,0.65
664,1,1,0.72
665,1,2,0.95
666,1,2,1.13
667,1,2,3.12
668,1,4,1.89
669,1,2,1.61
670,1,2,2.28
671,1,1,0.89
672,1,1,1.63
674,1,4,0.18
675,1,1,1.99
677,1,1,1.37
678,1,1,1.15
679,1,1,1.90
680,1,2,0.74
685,1,4,0.59
686,1,2,1.00
686,2,7,1.50
687,1,7,1.43
688,1,7,1.54
689,1,7,1.62
690,1,2,0.85
690,2,7,2.57
691,1,7,2.78
693,1,4,1.14
694,1,4,1.33
695,1,4,1.04
696,1,4,1.26
697,1,4,1.02
697,2,7,2.04
699,1,4,1.05
701,1,7,0.32
702,1,7,0.27
703,1,1,0.14
704,1,1,0.20
705,1,1,0.94
708,1,2,0.50
708,2,7,2.00
708,3,13,0.50
709,1,2,0.50
709,2,13,0.50
709,3,7,2.03
710,1,2,1.01
710,2,7,0.50
710,3,13,0.50
711,1,2,1.47
711,2,7,0.60
711,3,14,0.46
712,1,2,0.86
712,2,7,0.20
713,1,2,0.58
713,2,10,0.42
714,1,2,0.79
714,2,7,0.27
715,1,7,1.12
715,2,10,0.23
715,3,2,0.62
716,1,7,1.32
716,2,2,0.54
717,1,1,0.50
717,2,2,0.50
717,3,7,0.50
717,4,8,0.50
718,1,2,1.86
718,2,7,0.36
718,3,14,0.68
720,1,2,0.66
720,2,7,0.17
720,3,8,0.49
721,1,2,0.79
721,2,7,0.22
724,1,2,0.60
724,2,7,0.15
726,1,2,0.66
726,2,7,0.03
728,1,4,0.50
728,2,7,1.00
731,1,4,0.03
732,1,4,0.04
733,1,4,0.03
734,1,4,0.03
735,1,4,1.13
736,1,4,1.33
737,1,7,2.44
737,2,10,3.42
737,3,2,2.93
738,1,2,1.91
738,2,7,0.47
738,3,10,1.91
739,1,2,1.86
739,2,10,1.40
740,1,7,0.50
740,2,10,3.00
740,3,2,2.00
741,1,7,2.00
741,2,10,3.00
741,3,2,2.50
742,1,2,2.50
742,2,7,2.50
742,3,10,1.00
743,1,2,2.00
743,2,10,2.00
744,1,7,0.50
744,2,14,1.00
744,3,2,3.50
746,1,2,1.98
746,2,7,2.09
746,3,10,1.45
747,1,7,1.00
747,2,10,1.00
747,3,2,1.00
748,1,7,0.50
748,2,10,1.00
748,3,2,2.00
749,1,10,1.00
749,2,7,1.50
749,3,2,3.50
750,1,7,0.50
750,2,10,2.00
750,3,2,2.00
751,1,2,3.00
751,2,7,2.00
751,3,10,2.00
752,1,7,0.65
752,2,2,2.33
752,3,8,2.29
755,1,1,1.00
755,2,2,2.50
755,3,7,2.00
755,4,10,2.00
756,1,7,4.88
756,2,1,1.61
756,3,2,2.15
757,1,7,7.99
757,2,2,1.53
757,3,1,1.14
820,1,7,12.00
823,1,13,0.50
823,2,7,1.00
823,3,2,0.50
824,1,2,0.50
824,2,7,1.00
824,3,13,0.50
825,1,7,1.89
825,2,10,0.89
825,3,2,1.08
827,1,2,0.51
827,2,7,0.00
827,3,10,0.51
828,1,2,0.87
828,2,7,0.84
828,3,13,1.55
829,1,7,0.05
829,2,1,0.88
830,1,13,1.00
830,2,7,1.00
830,3,2,0.00
831,1,7,0.50
831,2,2,0.50
831,3,13,0.50
832,1,2,0.51
832,2,7,1.02
832,3,13,0.51
834,1,12,1.10
834,2,4,1.37
839,1,4,0.46
842,1,4,0.00
842,2,7,2.00
843,1,4,2.35
844,1,4,0.00
844,2,7,1.98
846,1,4,0.00
846,2,7,1.98
848,1,4,0.70
849,1,4,1.20
850,1,4,0.66
851,1,4,1.56
852,1,4,1.00
853,1,4,1.00
854,1,4,1.00
855,1,7,0.00
856,1,7,1.70
857,1,7,1.82
858,1,7,2.00
859,1,7,2.80
860,1,2,1.00
860,2,7,2.50
861,1,7,2.00
862,1,4,0.50
862,2,7,1.50
863,1,7,4.00
864,1,7,3.00
865,1,2,1.00
865,2,7,2.50
866,1,2,1.00
866,2,7,1.50
867,1,10,2.56
869,1,7,2.00
872,1,10,0.74
873,1,4,0.99
873,2,7,0.49
874,1,4,1.20
874,2,7,2.94
875,1,4,1.42
876,1,4,1.00
877,1,4,0.12
878,1,4,0.86
879,1,4,1.95
880,1,4,1.95
881,1,4,1.25
882,1,4,2.50
883,1,4,0.19
884,1,12,1.01
885,1,12,1.01
886,1,12,1.01
887,1,12,1.10
888,1,12,1.12
889,1,12,1.01
890,1,12,0.75
891,1,12,1.01
892,1,7,2.02
893,1,12,1.01
894,1,12,1.01
895,1,12,0.93
896,1,12,1.01
897,1,12,1.01
898,1,7,1.59
899,1,12,1.01
900,1,12,1.05
901,1,10,1.29
902,1,12,0.90
902,2,7,0.33
903,1,7,0.45
904,1,4,5.98
905,1,4,1.86
906,1,11,0.99
908,1,4,2.41
909,1,11,1.12
911,1,11,1.58
912,1,11,1.76
921,1,7,2.30
922,1,7,2.55
923,1,7,2.72
924,1,7,0.76
925,1,7,0.75
926,1,7,0.76
927,1,7,2.72
928,1,7,0.75
929,1,7,2.27
930,1,7,2.27
931,1,7,2.26
933,1,7,2.29
934,1,7,0.36
935,1,7,1.75
936,1,7,0.32
937,1,7,0.77
938,1,7,1.51
939,1,4,0.28
940,1,7,1.18
941,1,7,1.36
942,1,7,1.60
943,1,7,1.30
944,1,7,1.85
945,1,3,1.02
946,1,3,1.51
947,1,4,1.71
948,1,3,4.00
949,1,3,2.42
950,1,3,1.38
951,1,3,1.61
952,1,3,2.00
953,1,3,0.83
954,1,3,1.95
955,1,3,2.66
956,1,4,2.96
957,1,4,2.94
958,1,3,1.61
959,1,4,2.82
960,1,3,1.32
961,1,4,2.82
962,1,3,1.10
963,1,3,1.65
964,1,3,0.47
965,1,3,1.55
966,1,7,0.42
966,2,3,3.68
967,1,3,1.46
968,1,3,1.19
969,1,3,1.90
970,1,3,2.25
971,1,3,3.84
972,1,3,1.76
973,1,3,0.62
974,1,3,2.19
975,1,4,2.85
976,1,3,6.18
977,1,3,1.26
978,1,3,1.82
979,1,3,1.23
980,1,3,2.08
981,1,3,1.10
982,1,3,3.07
983,1,3,1.46
984,1,3,1.54
985,1,3,1.63
986,1,4,2.43
987,1,3,0.62
988,1,3,0.07
989,1,4,1.07
990,1,3,0.77
991,1,3,0.22
992,1,3,0.36
994,1,3,0.34
995,1,3,1.35
996,1,3,0.03
997,1,3,1.17
998,1,3,1.57
999,1,3,2.24
1000,1,3,0.79
1001,1,3,0.95
1002,1,4,2.30
1003,1,4,3.06
1004,1,3,1.00
1005,1,3,1.01
1006,1,3,2.50
1007,1,3,3.82
1008,1,3,2.00
1009,1,3,2.47
1010,1,3,2.00
1011,1,3,1.18
1012,1,3,2.07
1013,1,3,7.86
1014,1,3,2.50
1015,1,3,1.96
1016,1,3,1.55
1017,1,3,0.53
1018,1,3,1.31
1019,1,3,2.49
1020,1,4,2.63
1021,1,3,2.17
1022,1,3,0.95
1023,1,3,3.01
1024,1,3,2.98
1025,1,3,1.70
1026,1,3,2.44
1027,1,3,3.52
1027,2,7,0.66
1028,1,4,3.07
1029,1,3,1.02
1030,1,3,1.20
1031,1,3,0.87
1032,1,4,2.91
1033,1,3,2.35
1034,1,3,5.03
1035,1,4,2.92
1036,1,3,0.87
1037,1,3,4.78
1038,1,3,1.54
1039,1,3,2.56
1040,1,3,1.50
1041,1,1,0.30
1042,1,1,0.26
1043,1,1,1.11
1044,1,1,2.54
1045,1,1,0.79
1046,1,1,0.94
1047,1,1,0.82
1048,1,1,0.58
1049,1,1,1.00
1051,1,7,0.14
1051,2,1,2.55
1052,1,2,1.00
1052,2,8,0.00
1053,1,8,0.18
1053,2,2,1.01
1054,1,2,1.38
1055,1,1,3.78
1056,1,1,0.27
1057,1,1,1.40
1058,1,1,0.27
1059,1,2,0.41
1062,1,1,1.49
1062,2,7,0.31
1063,1,2,2.13
1064,1,7,1.95
1064,2,2,2.83
1065,1,1,0.64
1066,1,1,1.39
1067,1,1,0.00
1068,1,1,0.06
1069,1,1,0.88
1070,1,2,1.37
1071,1,1,1.46
1072,1,1,1.91
1073,1,1,2.17
1074,1,1,0.32
1075,1,2,1.02
1076,1,2,1.06
1077,1,2,0.49
1078,1,2,1.49
1079,1,1,0.87
1080,1,1,0.78
1081,1,7,3.79
1081,2,1,1.08
1081,3,2,1.45
1082,1,2,1.21
1083,1,2,0.48
1084,1,2,0.76
1085,1,2,1.01
1086,1,1,1.47
1087,1,2,3.36
1088,1,2,1.44
1089,1,2,1.84
1089,2,7,2.37
1089,3,10,0.98
1090,1,2,1.17
1090,2,7,0.89
1091,1,2,5.17
1092,1,2,1.96
1093,1,2,1.76
1093,2,7,1.45
1094,1,7,0.94
1094,2,2,1.17
1096,1,2,1.24
1097,1,2,3.04
1098,1,4,3.51
1099,1,1,2.00
1100,1,1,3.99
1101,1,1,0.20
1102,1,1,0.17
1103,1,1,0.14
1104,1,1,5.60
1105,1,1,0.18
1106,1,1,0.29
1108,1,10,2.00
1108,2,2,1.00
1109,1,1,3.05
1110,1,1,1.58
1110,2,7,2.47
1110,3,10,1.09
1111,1,1,0.72
1112,1,1,1.15
1113,1,1,1.52
1114,1,1,2.63
1115,1,2,2.76
1116,1,2,1.46
1117,1,2,2.34
1118,1,1,1.73
1119,1,1,3.19
1120,1,1,2.65
1121,1,1,1.45
1122,1,7,0.51
1122,2,4,0.51
1125,1,1,3.98
1126,1,1,1.00
1127,1,1,2.88
1127,2,4,0.90
1128,1,1,1.00
1129,1,1,4.12
1130,1,4,3.29
1131,1,1,1.84
1132,1,2,1.00
1133,1,1,2.24
1134,1,1,1.00
1135,1,1,0.15
1136,1,2,0.99
1137,1,12,1.01
1138,1,4,0.49
1138,2,7,2.49
1139,1,7,8.00
1139,2,12,4.00
1140,1,7,8.00
1140,2,12,4.00
1141,1,4,0.99
1142,1,4,1.49
1143,1,2,1.35
1144,1,2,2.01
1151,1,2,1.68
1152,1,4,0.99
1153,1,7,8.00
1154,1,7,1.04
1155,1,4,6.90
1156,1,12,7.88
1157,1,12,9.62
1159,1,7,8.00
1159,2,12,4.00
1160,1,12,8.76
1161,1,7,3.00
1161,2,10,1.00
1162,1,7,14.00
1162,2,12,2.00
1163,1,7,5.76
1163,2,12,3.84
1164,1,7,5.26
1164,2,12,3.72
1166,1,4,0.99
1167,1,12,10.00
1167,2,7,4.00
1168,1,8,0.00
1168,2,7,0.00
1169,1,7,0.00
1169,2,8,0.00
1170,1,7,10.00
1170,2,12,4.00
1189,1,7,0.00
1197,1,2,1.00
1199,1,2,2.20
1200,1,2,1.00
1201,1,2,2.50
1204,1,2,1.38
1205,1,2,1.25
1206,1,2,1.40
1207,1,2,1.50
1208,1,2,1.52
1209,1,2,1.12
1211,1,2,1.50
1214,1,2,1.58
1215,1,2,1.27
1216,1,2,1.50
1216,2,3,1.00
1219,1,2,1.12
1220,1,2,2.00
1221,1,2,2.50
1223,1,2,3.73
1225,1,2,1.33
1226,1,2,3.12
1227,1,2,1.50
1228,1,2,1.12
1230,1,2,1.50
1231,1,2,1.50
1232,1,2,2.00
1233,1,2,1.50
1238,1,2,1.50
1241,1,2,1.50
1242,1,2,2.41
1244,1,2,1.50
1245,1,2,2.00
1246,1,2,1.50
1247,1,2,1.50
1248,1,2,1.50
1249,1,2,1.60
1250,1,2,1.39
1250,2,7,0.06
1253,1,2,1.50
1254,1,2,1.50
1255,1,2,2.50
1256,1,2,0.78
1257,1,2,1.50
1258,1,2,2.13
1259,1,2,1.50
1260,1,2,1.25
1261,1,2,1.71
1262,1,2,2.13
1263,1,2,1.84
1265,1,2,1.88
1266,1,14,4.28
1267,1,14,2.43
1268,1,8,3.69
1269,1,14,2.86
1270,1,14,2.58
1271,1,10,3.75
1272,1,10,2.93
1273,1,14,3.05
1274,1,14,2.85
1275,1,8,4.54
1276,1,8,4.01
1277,1,10,2.63
1278,1,14,2.95
1279,1,14,2.86
1280,1,10,2.97
1281,1,14,3.23
1282,1,10,3.50
1283,1,10,3.29
1284,1,10,2.82
1285,1,14,3.54
1286,1,7,1.50
1286,2,12,2.00
1287,1,10,2.50
1288,1,10,3.46
1289,1,10,2.70
1290,1,10,2.26
1291,1,14,1.90
1292,1,10,3.00
1293,1,10,1.34
1294,1,10,1.39
1295,1,14,1.13
1296,1,7,1.00
1296,2,10,1.00
1297,1,12,2.40
1298,1,4,0.44
1298,2,7,0.46
1298,3,8,1.13
1299,1,14,1.30
1300,1,8,0.62
1301,1,14,1.32
1302,1,8,1.59
1303,1,14,1.54
1304,1,12,1.89
1305,1,12,1.55
1305,2,7,0.62
1306,1,12,1.50
1306,2,7,1.00
1307,1,10,2.50
1308,1,14,2.33
1309,1,14,2.55
1310,1,10,2.93
1311,1,12,1.29
1312,1,14,1.56
1313,1,7,0.99
1313,2,10,0.99
1314,1,12,1.37
1315,1,10,1.96
1316,1,14,2.24
1317,1,14,2.10
1318,1,12,1.30
1319,1,14,2.43
1320,1,10,1.19
1321,1,12,1.16
1322,1,12,1.85
1323,1,12,1.33
1324,1,12,1.28
1325,1,12,1.85
1326,1,10,1.06
1327,1,12,1.27
1328,1,12,1.71
1329,1,12,0.87
1329,2,7,1.10
1330,1,12,2.58
1331,1,14,1.58
1332,1,12,1.75
1333,1,12,1.74
1335,1,12,1.84
1335,2,7,2.04
1336,1,7,1.49
1336,2,12,0.99
1337,1,2,1.00
1337,2,7,0.00
1337,3,8,0.50
1338,1,2,1.65
1338,2,7,0.15
1338,3,8,0.68
1339,1,2,0.50
1339,2,7,0.50
1339,3,10,0.50
1340,1,7,0.48
1340,2,2,0.97
1340,3,14,0.97
1341,1,8,1.38
1341,2,2,0.87
1341,3,7,0.33
1342,1,14,0.24
1342,2,7,0.23
1342,3,2,1.61
1343,1,2,0.83
1343,2,7,0.33
1344,1,7,0.00
1344,2,8,0.96
1345,1,2,0.69
1345,2,7,0.12
1345,3,8,0.49
1346,1,7,0.50
1346,2,1,0.50
1347,1,7,0.20
1347,2,8,0.75
1347,3,2,1.35
1348,1,1,1.00
1348,2,7,0.50
1349,1,2,0.50
1349,2,7,0.50
1350,1,13,1.00
1350,2,2,1.00
1350,3,7,0.50
1351,1,2,2.07
1351,2,8,0.51
1352,1,2,0.61
1352,2,14,0.62
1352,3,7,0.54
1353,1,7,0.77
1353,2,2,1.15
1354,1,2,1.37
1354,2,7,0.56
1355,1,2,1.00
1355,2,13,1.00
1356,1,2,1.41
1356,2,7,0.24
1357,1,2,0.94
1357,2,10,1.06
1358,1,7,0.50
1358,2,2,0.50
1359,1,2,0.58
1359,2,7,0.49
1361,1,2,2.07
1361,2,7,0.00
1361,3,8,0.51
1383,1,4,2.88
1390,1,2,1.55
1391,1,2,1.31
1393,1,2,0.86
1395,1,2,1.60
1396,1,2,1.60
1397,1,4,4.59
1398,1,4,1.67
1398,2,7,1.17
1399,1,4,2.04
1399,2,7,4.99
1400,1,4,3.29
1400,2,7,1.20
1401,1,4,3.18
1401,2,7,1.09
1402,1,4,2.98
1402,2,7,0.97
1403,1,4,2.42
1403,2,7,2.48
1404,1,7,1.94
1404,2,4,2.08
