"FoodID","PyramidCategoryOrder","PyramidCategoryID","HighFat","HighSugar","PyramidValue"
4167,3,74,,,3.00
4168,1,7,1,0,1.00
4168,2,77,,,84.87
4168,3,74,,,3.00
4169,1,7,1,0,1.00
4169,2,77,,,20.80
4169,3,74,,,3.00
4170,1,7,1,0,1.00
4170,2,77,,,29.22
4170,3,74,,,3.00
4171,1,7,1,0,1.00
4171,2,77,,,31.51
4171,3,74,,,3.00
4172,1,7,1,0,1.00
4172,2,77,,,7.79
4172,3,74,,,3.00
4173,1,7,1,0,1.00
4173,2,77,,,8.55
4173,3,74,,,3.00
4175,1,7,1,0,1.00
4175,2,77,,,44.83
4175,3,74,,,3.00
4176,1,7,0,0,1.00
4176,2,77,,,0.00
4176,3,74,,,3.00
4177,1,7,1,0,1.00
4177,2,77,,,18.50
4177,3,74,,,3.00
4178,1,7,0,0,1.00
4178,2,74,,,3.00
4180,1,7,1,0,1.00
4180,2,77,,,141.05
4180,3,74,,,3.00
4182,1,7,1,0,1.00
4182,2,77,,,145.03
4182,3,74,,,3.00
4183,1,7,1,0,1.00
4183,2,77,,,158.04
4183,3,74,,,3.00
4185,1,7,1,0,1.00
4185,2,77,,,111.50
4185,3,74,,,3.00
4186,1,7,1,0,1.00
4186,2,77,,,121.61
4186,3,74,,,3.00
4188,1,7,1,0,1.00
4188,2,77,,,172.74
4188,3,74,,,3.00
4189,1,7,1,0,1.00
4189,2,77,,,185.52
4189,3,74,,,3.00
4190,1,7,1,0,1.00
4190,2,77,,,15.00
4190,3,74,,,3.00
4191,1,7,1,0,1.00
4191,2,77,,,24.70
4191,3,74,,,3.00
4192,1,7,1,0,1.00
4192,2,77,,,26.39
4192,3,74,,,3.00
4193,1,7,0,0,1.00
4193,2,77,,,0.00
4193,3,74,,,3.00
4194,1,7,0,0,1.00
4194,2,77,,,0.00
4194,3,74,,,3.00
4195,1,7,1,0,1.00
4195,2,77,,,62.13
4195,3,74,,,3.00
4196,1,7,1,0,1.00
4196,2,77,,,67.95
4196,3,74,,,3.00
4198,1,7,1,0,1.00
4198,2,77,,,47.28
4198,3,74,,,3.00
4199,1,7,0,0,1.00
4199,2,77,,,0.00
4199,3,74,,,3.00
4201,1,7,1,0,1.00
4201,2,77,,,136.53
4201,3,74,,,3.00
4202,1,7,1,0,1.00
4202,2,77,,,146.87
4202,3,74,,,3.00
4203,1,7,1,0,1.00
4203,2,77,,,134.85
4203,3,74,,,3.00
4205,1,7,1,0,1.00
4205,2,77,,,154.67
4205,3,74,,,3.00
4206,1,7,1,0,1.00
4206,2,77,,,163.55
4206,3,74,,,3.00
4207,1,7,1,0,1.00
4207,2,77,,,152.38
4207,3,74,,,3.00
4209,1,7,1,0,1.00
4209,2,77,,,116.25
4209,3,74,,,3.00
4210,1,7,1,0,1.00
4210,2,77,,,123.52
4210,3,74,,,3.00
4211,1,7,1,0,1.00
4211,2,77,,,114.49
4211,3,74,,,3.00
4213,1,7,1,0,1.00
4213,2,77,,,196.16
4213,3,74,,,3.00
4214,1,7,1,0,1.00
4214,2,77,,,178.79
4214,3,74,,,3.00
4215,1,7,1,0,1.00
4215,2,77,,,20.00
4215,3,74,,,3.00
4216,1,7,1,0,1.00
4216,2,77,,,20.03
4216,3,74,,,3.00
4217,1,7,1,0,1.00
4217,2,77,,,21.56
4217,3,74,,,3.00
4218,1,7,1,0,1.00
4218,2,77,,,31.13
4218,3,74,,,3.00
4219,1,7,1,0,1.00
4219,2,77,,,31.51
4219,3,74,,,3.00
4220,1,7,1,0,1.00
4220,2,77,,,33.81
4220,3,74,,,3.00
4221,1,7,0,0,1.00
4221,2,77,,,0.00
4221,3,74,,,3.00
4222,1,7,1,0,1.00
4222,2,77,,,5.00
4222,3,74,,,3.00
4223,1,7,1,0,1.00
4223,2,77,,,0.00
4223,3,74,,,3.00
4224,1,7,1,0,1.00
4224,2,77,,,78.82
4224,3,74,,,3.00
4225,1,7,1,0,1.00
4225,2,77,,,59.38
4225,3,74,,,3.00
4227,1,7,1,0,1.00
4227,2,77,,,117.74
4227,3,74,,,3.00
4228,1,7,1,0,1.00
4228,2,77,,,31.82
4228,3,74,,,3.00
4229,1,7,1,0,1.00
4229,2,77,,,133.01
4229,3,74,,,3.00
4231,1,7,1,0,1.00
4231,2,77,,,130.22
4231,3,74,,,3.00
4232,1,7,1,0,1.00
4232,2,77,,,93.82
4232,3,74,,,3.00
4233,1,7,1,0,1.00
4233,2,77,,,150.46
4233,3,74,,,3.00
4235,1,7,1,0,1.00
4235,2,77,,,104.51
4235,3,74,,,3.00
4236,1,7,1,0,1.00
4236,2,77,,,70.48
4236,3,74,,,3.00
4237,1,7,1,0,1.00
4237,2,77,,,118.85
4237,3,74,,,3.00
4239,1,7,1,0,1.00
4239,2,77,,,138.52
4239,3,74,,,3.00
4240,1,7,1,0,1.00
4240,2,77,,,193.48
4240,3,74,,,3.00
4241,1,7,0,0,1.00
4241,2,74,,,3.00
4242,1,7,1,0,1.00
4242,2,77,,,10.00
4242,3,74,,,3.00
4243,1,7,1,0,1.00
4243,2,77,,,15.39
4243,3,74,,,3.00
4244,1,7,1,0,1.00
4244,2,77,,,10.00
4244,3,74,,,3.00
4245,1,7,1,0,1.00
4245,2,77,,,18.96
4245,3,74,,,3.00
4246,1,7,0,0,1.00
4246,2,77,,,0.00
4246,3,74,,,3.00
4247,1,7,0,0,1.00
4247,2,77,,,0.00
4247,3,74,,,3.00
4248,1,7,0,0,1.00
4248,2,77,,,0.00
4248,3,74,,,3.00
4249,1,7,1,0,1.00
4249,2,77,,,37.87
4249,3,74,,,3.00
4250,1,7,1,0,1.00
4250,2,77,,,80.43
4250,3,74,,,3.00
4252,1,7,1,0,1.00
4252,2,77,,,240.33
4252,3,74,,,3.00
4253,1,7,1,0,1.00
4253,2,77,,,57.77
4253,3,74,,,3.00
4255,1,7,1,0,1.00
4255,2,77,,,23.25
4255,3,74,,,3.00
4257,1,7,1,0,1.00
4257,2,77,,,10.00
4257,3,74,,,3.00
4258,1,7,0,0,1.00
4258,2,74,,,3.00
4259,1,7,0,0,1.00
4259,2,74,,,3.00
4261,1,7,0,0,1.00
4261,2,77,,,0.00
4261,3,74,,,3.00
4262,1,7,0,0,1.00
4262,2,74,,,3.00
4264,1,7,1,0,1.00
4264,2,77,,,56.16
4264,3,74,,,3.00
4265,1,7,0,0,1.00
4265,2,77,,,0.00
4265,3,74,,,3.00
4266,1,7,1,0,1.00
4266,2,77,,,44.08
4266,3,74,,,3.00
4267,1,7,0,0,1.00
4267,2,77,,,0.00
4267,3,74,,,3.00
4269,1,7,1,0,1.00
4269,2,77,,,34.20
4269,3,74,,,3.00
4270,1,7,0,0,1.00
4270,2,77,,,0.00
4270,3,74,,,3.00
4271,1,7,1,0,1.00
4271,2,77,,,20.28
4271,3,74,,,3.00
4272,1,7,0,0,1.00
4272,2,74,,,3.00
4273,1,7,0,0,1.00
4273,2,77,,,0.00
4273,3,74,,,3.00
4274,1,7,0,0,1.00
4274,2,77,,,0.00
4274,3,74,,,3.00
4275,1,7,0,0,1.00
4275,2,74,,,3.00
4276,1,7,0,0,1.00
4276,2,77,,,0.00
4276,3,74,,,3.00
4277,1,7,0,0,1.00
4277,2,77,,,0.00
4277,3,74,,,3.00
4278,1,7,0,0,1.00
4278,2,77,,,0.00
4278,3,74,,,3.00
4279,1,7,0,0,1.00
4279,2,74,,,3.00
4280,1,7,0,0,1.00
4280,2,77,,,0.00
4280,3,74,,,3.00
4281,1,7,0,0,1.00
4281,2,77,,,0.00
4281,3,74,,,3.00
4282,1,7,0,0,1.00
4282,2,74,,,3.00
4283,1,7,0,0,1.00
4283,2,74,,,3.00
4285,1,7,1,0,1.00
4285,2,77,,,16.54
4285,3,74,,,3.00
4286,1,7,0,0,1.00
4286,2,74,,,3.00
4288,1,7,1,0,1.00
4288,2,77,,,26.86
4288,3,74,,,3.00
4289,1,7,0,0,1.00
4289,2,74,,,3.00
4291,1,7,1,0,1.00
4291,2,77,,,10.00
4291,3,74,,,3.00
4292,1,7,0,0,1.00
4292,2,74,,,3.00
4293,1,7,0,0,1.00
4293,2,74,,,3.00
4294,1,7,0,0,1.00
4294,2,74,,,3.00
4295,1,7,0,0,1.00
4295,2,74,,,3.00
4296,1,7,0,0,1.00
4296,2,74,,,3.00
4297,1,7,0,0,1.00
4297,2,74,,,3.00
4298,1,7,0,0,1.00
4298,2,74,,,3.00
4300,1,7,1,0,1.00
4300,2,77,,,20.34
4300,3,74,,,3.00
4301,1,7,0,0,1.00
4301,2,74,,,3.00
4303,1,7,1,0,1.00
4303,2,77,,,32.74
4303,3,74,,,3.00
4304,1,7,0,0,1.00
4304,2,77,,,0.00
4304,3,74,,,3.00
4306,1,7,1,0,1.00
4306,2,77,,,15.00
4306,3,74,,,3.00
4307,1,7,0,0,1.00
4307,2,74,,,3.00
4309,1,7,1,0,1.00
4309,2,77,,,56.01
4309,3,74,,,3.00
4310,1,7,0,0,1.00
4310,2,74,,,3.00
4311,1,7,0,0,1.00
4311,2,74,,,3.00
4312,1,7,0,0,1.00
4312,2,74,,,3.00
4313,1,7,0,0,1.00
4313,2,74,,,3.00
4314,1,7,0,0,1.00
4314,2,74,,,3.00
4315,1,7,0,0,1.00
4315,2,74,,,3.00
4316,1,7,0,0,1.00
4316,2,77,,,0.00
4316,3,74,,,3.00
4318,1,7,1,0,1.00
4318,2,77,,,6.48
4318,3,74,,,3.00
4319,1,7,0,0,1.00
4319,2,77,,,0.00
4319,3,74,,,3.00
4321,1,7,1,0,1.00
4321,2,77,,,17.58
4321,3,74,,,3.00
4322,1,7,0,0,1.00
4322,2,77,,,0.00
4322,3,74,,,3.00
4323,1,7,0,0,1.00
4323,2,77,,,0.00
4323,3,74,,,3.00
4324,1,7,1,0,1.00
4324,2,77,,,36.64
4324,3,74,,,3.00
4326,1,7,0,0,1.00
4326,2,77,,,0.00
4326,3,74,,,3.00
4327,1,7,0,0,1.00
4327,2,77,,,0.00
4327,3,74,,,3.00
4328,1,7,0,0,1.00
4328,2,77,,,0.00
4328,3,74,,,3.00
4330,1,7,0,0,1.00
4330,2,77,,,0.97
4330,3,74,,,3.00
4331,1,7,0,0,1.00
4331,2,77,,,0.00
4331,3,74,,,3.00
4332,1,7,0,0,1.00
4332,2,77,,,0.00
4332,3,74,,,3.00
4333,1,7,0,0,1.00
4333,2,77,,,0.00
4333,3,74,,,3.00
4334,1,7,0,0,1.00
4334,2,77,,,0.00
4334,3,74,,,3.00
4335,1,7,0,0,1.00
4335,2,74,,,3.00
4336,1,7,0,0,1.00
4336,2,77,,,0.00
4336,3,74,,,3.00
4337,1,7,0,0,1.00
4337,2,77,,,0.00
4337,3,74,,,3.00
4338,1,7,0,0,1.00
4338,2,74,,,3.00
4339,1,7,0,0,1.00
4339,2,74,,,3.00
4340,1,7,0,0,1.00
4340,2,77,,,0.00
4340,3,74,,,3.00
4342,1,7,1,0,1.00
4342,2,77,,,31.36
4342,3,74,,,3.00
4343,1,7,0,0,1.00
4343,2,77,,,0.00
4343,3,74,,,3.00
4345,1,7,1,0,1.00
4345,2,77,,,129.95
4345,3,74,,,3.00
4346,1,7,1,0,1.00
4346,2,77,,,10.00
4346,3,74,,,3.00
4348,1,7,1,0,1.00
4348,2,77,,,109.97
4348,3,74,,,3.00
4349,1,7,0,0,1.00
4349,2,77,,,0.00
4349,3,74,,,3.00
4351,1,7,1,0,1.00
4351,2,77,,,70.16
4351,3,74,,,3.00
4352,1,7,0,0,1.00
4352,2,74,,,3.00
4354,1,7,1,0,1.00
4354,2,77,,,79.49
4354,3,74,,,3.00
4355,1,7,1,0,1.00
4355,2,77,,,0.00
4355,3,74,,,3.00
4357,1,7,1,0,1.00
4357,2,77,,,50.42
4357,3,74,,,3.00
4358,1,7,0,0,1.00
4358,2,74,,,3.00
4360,1,7,1,0,1.00
4360,2,77,,,101.32
4360,3,74,,,3.00
4361,1,7,0,0,1.00
4361,2,77,,,0.00
4361,3,74,,,3.00
4362,1,7,0,0,1.00
4362,2,74,,,3.00
4363,1,7,0,0,1.00
4363,2,77,,,0.00
4363,3,74,,,3.00
4364,1,7,0,0,1.00
4364,2,74,,,3.00
4365,1,7,0,0,1.00
4365,2,74,,,3.00
4366,1,7,0,0,1.00
4366,2,74,,,3.00
4367,1,7,1,0,1.00
4367,2,77,,,23.17
4367,3,74,,,3.00
4369,1,7,1,0,1.00
4369,2,77,,,73.98
4369,3,74,,,3.00
4370,1,7,1,0,1.00
4370,2,77,,,5.00
4370,3,74,,,3.00
4371,1,7,1,0,1.00
4371,2,77,,,114.95
4371,3,74,,,3.00
4373,1,7,1,0,1.00
4373,2,77,,,86.07
4373,3,74,,,3.00
4374,1,7,1,0,1.00
4374,2,77,,,13.91
4374,3,74,,,3.00
4375,1,7,1,0,1.00
4375,2,77,,,120.92
4375,3,74,,,3.00
4377,1,7,1,0,1.00
4377,2,77,,,56.24
4377,3,74,,,3.00
4378,1,7,1,0,1.00
4378,2,77,,,0.00
4378,3,74,,,3.00
4379,1,7,1,0,1.00
4379,2,77,,,108.21
4379,3,74,,,3.00
4381,1,7,1,0,1.00
4381,2,77,,,97.88
4381,3,74,,,3.00
4382,1,7,1,0,1.00
4382,2,77,,,132.40
4382,3,74,,,3.00
4383,1,7,0,0,1.00
4383,2,74,,,3.00
4384,1,7,1,0,1.00
4384,2,77,,,5.00
4384,3,74,,,3.00
4385,1,7,1,0,1.00
4385,2,77,,,5.00
4385,3,74,,,3.00
4386,1,7,0,0,1.00
4386,2,77,,,0.00
4386,3,74,,,3.00
4387,1,7,1,0,1.00
4387,2,77,,,14.68
4387,3,74,,,3.00
4388,1,7,0,0,1.00
4388,2,77,,,0.00
4388,3,74,,,3.00
4389,1,7,0,0,1.00
4389,2,74,,,3.00
4390,1,7,0,0,1.00
4390,2,77,,,0.00
4390,3,74,,,3.00
4391,1,7,1,0,1.00
4391,2,77,,,13.60
4391,3,74,,,3.00
4392,1,7,1,0,1.00
4392,2,77,,,35.88
4392,3,74,,,3.00
4394,1,7,0,0,1.00
4394,2,77,,,0.00
4394,3,74,,,3.00
4396,1,7,1,0,1.00
4396,2,77,,,46.98
4396,3,74,,,3.00
4397,1,7,0,0,1.00
4397,2,77,,,0.00
4397,3,74,,,3.00
4398,1,7,1,0,1.00
4398,2,77,,,93.82
4398,3,74,,,3.00
4400,1,7,1,0,1.00
4400,2,77,,,25.33
4400,3,74,,,3.00
4401,1,7,0,0,1.00
4401,2,77,,,0.00
4401,3,74,,,3.00
4402,1,7,0,0,1.00
4402,2,74,,,3.00
4403,1,7,0,0,1.00
4403,2,77,,,0.00
4403,3,74,,,3.00
4404,1,7,0,0,1.00
4404,2,74,,,3.00
4405,1,7,0,0,1.00
4405,2,77,,,2.96
4405,3,74,,,3.00
4406,1,7,0,0,1.00
4406,2,74,,,3.00
4407,1,7,0,0,1.00
4407,2,74,,,3.00
4409,1,7,1,0,1.00
4409,2,77,,,42.47
4409,3,74,,,3.00
4410,1,7,1,0,1.00
4410,2,77,,,41.24
4410,3,74,,,3.00
4411,1,7,1,0,1.00
4411,2,77,,,39.87
4411,3,74,,,3.00
4412,1,7,1,0,1.00
4412,2,77,,,44.61
4412,3,74,,,3.00
4413,1,7,1,0,1.00
4413,2,77,,,41.02
4413,3,74,,,3.00
4415,1,7,1,0,1.00
4415,2,77,,,59.30
4415,3,74,,,3.00
4416,1,7,1,0,1.00
4416,2,77,,,59.38
4416,3,74,,,3.00
4417,1,7,1,0,1.00
4417,2,77,,,60.21
4417,3,74,,,3.00
4418,1,7,1,0,1.00
4418,2,77,,,53.94
4418,3,74,,,3.00
4419,1,7,1,0,1.00
4419,2,77,,,64.80
4419,3,74,,,3.00
4420,1,7,1,0,1.00
4420,2,77,,,54.18
4420,3,74,,,3.00
4422,1,7,1,0,1.00
4422,2,77,,,83.25
4422,3,74,,,3.00
4423,1,7,1,0,1.00
4423,2,77,,,77.28
4423,3,74,,,3.00
4424,1,7,1,0,1.00
4424,2,77,,,67.86
4424,3,74,,,3.00
4425,1,7,1,0,1.00
4425,2,77,,,63.73
4425,3,74,,,3.00
4427,1,7,1,0,1.00
4427,2,77,,,69.40
4427,3,74,,,3.00
4429,1,7,1,0,1.00
4429,2,77,,,40.00
4429,3,74,,,3.00
4430,1,7,1,0,1.00
4430,2,74,,,3.00
4433,1,7,0,0,1.00
4433,2,74,,,3.00
4435,1,7,0,0,1.00
4435,2,74,,,3.00
4437,1,7,0,0,1.00
4437,2,74,,,3.00
4440,1,7,1,0,1.00
4440,2,77,,,50.65
4440,3,74,,,3.00
4442,1,7,0,0,1.00
4442,2,74,,,3.00
4443,1,11,0,0,3.17
4443,2,77,,,121.00
4445,1,7,1,0,1.00
4445,2,77,,,110.20
4445,3,74,,,3.00
4447,1,7,1,0,1.00
4447,2,77,,,89.69
4447,3,74,,,3.00
4450,1,7,0,0,0.26
4450,2,77,,,48.42
4450,3,74,,,0.79
4452,1,7,1,0,1.00
4452,2,77,,,64.28
4452,3,74,,,3.00
4455,1,1,1,0,1.02
4455,2,72,,,1.02
4455,3,77,,,48.00
4456,1,1,1,0,1.02
4456,2,72,,,1.02
4456,3,77,,,48.00
4457,1,1,1,0,1.02
4457,2,72,,,1.02
4457,3,77,,,38.00
4459,1,1,1,0,0.00
4459,2,77,,,180.00
4460,1,1,1,0,0.00
4460,2,77,,,180.00
4461,1,1,1,0,0.86
4461,2,72,,,0.86
4463,1,1,1,0,0.77
4463,2,12,0,0,0.77
4463,3,72,,,0.77
4463,4,77,,,87.00
4464,1,1,1,0,0.86
4464,2,12,0,0,0.86
4464,3,72,,,0.86
4464,4,77,,,100.00
4465,1,1,1,0,1.03
4465,2,12,0,0,2.60
4465,3,72,,,1.03
4465,4,77,,,87.00
4466,1,1,1,0,0.86
4466,2,12,0,0,0.86
4466,3,72,,,0.86
4466,4,77,,,100.00
4468,1,1,1,0,0.98
4468,2,72,,,0.98
4468,3,77,,,30.00
4469,1,1,1,0,1.44
4469,2,72,,,1.44
4469,3,77,,,24.00
4470,1,1,0,0,2.05
4470,2,72,,,2.05
4473,1,1,0,0,1.83
4473,2,72,,,1.83
4474,1,1,0,0,1.83
4474,2,72,,,1.83
4477,1,1,0,0,1.50
4477,2,72,,,1.50
4477,3,77,,,40.00
4480,1,1,0,0,1.00
4480,2,72,,,1.00
4480,3,77,,,20.00
4481,1,1,1,0,1.50
4481,2,72,,,1.50
4481,3,77,,,60.00
4482,1,1,0,0,1.00
4482,2,72,,,1.00
4482,3,77,,,20.00
4483,1,1,0,0,1.00
4483,2,72,,,1.00
4483,3,77,,,20.00
4485,1,1,1,0,0.75
4485,2,72,,,0.75
4485,3,77,,,40.00
4488,1,1,1,0,1.00
4488,2,72,,,1.00
4488,3,77,,,30.00
4489,1,1,1,0,1.00
4489,2,72,,,1.00
4489,3,77,,,30.00
4491,1,1,0,0,2.00
4491,2,72,,,2.00
4492,1,1,0,0,2.00
4492,2,72,,,2.00
4493,1,1,0,0,2.00
4493,2,72,,,2.00
4494,1,1,0,0,2.00
4494,2,72,,,2.00
4495,1,1,1,0,1.00
4495,2,72,,,1.00
4495,3,77,,,30.00
4496,1,1,1,0,0.00
4496,2,77,,,190.00
4497,1,1,1,0,0.00
4497,2,77,,,190.00
4498,1,1,1,0,0.00
4498,2,77,,,190.00
4499,1,1,1,0,0.95
4499,2,72,,,0.95
4499,3,77,,,123.00
4504,1,11,0,0,1.42
4504,2,12,0,0,6.25
4504,3,77,,,150.00
4505,1,11,0,0,1.42
4505,2,12,0,0,5.50
4505,3,77,,,140.00
4506,1,11,0,0,1.42
4506,2,12,0,0,6.25
4506,3,77,,,150.00
4507,1,11,0,0,1.42
4507,2,12,1,0,6.00
4507,3,77,,,150.00
4508,1,11,0,0,1.42
4508,2,12,0,0,5.75
4508,3,77,,,150.00
4509,1,11,0,0,1.19
4509,2,12,0,0,5.75
4509,3,77,,,140.00
4511,1,11,0,0,1.42
4511,2,12,0,0,5.75
4511,3,77,,,150.00
4512,1,11,0,0,1.42
4512,2,12,0,0,5.25
4512,3,77,,,140.00
4513,1,11,0,0,1.42
4513,2,12,0,0,6.00
4513,3,77,,,150.00
4514,1,11,0,0,2.38
4514,2,12,0,0,4.25
4514,3,77,,,160.00
4515,1,11,0,0,1.42
4515,2,12,0,0,6.00
4515,3,77,,,150.00
4519,1,11,0,0,1.42
4519,2,12,0,0,5.25
4519,3,77,,,140.00
4521,1,11,0,0,1.90
4521,2,12,0,0,4.75
4521,3,77,,,150.00
4558,1,12,0,0,13.00
4558,2,77,,,210.00
4559,1,12,0,0,6.00
4559,2,77,,,100.00
4563,1,1,0,0,2.72
4563,2,72,,,2.72
4563,3,77,,,31.00
4565,1,1,0,0,2.72
4565,2,72,,,2.72
4565,3,77,,,11.00
4566,1,1,0,0,2.72
4566,2,72,,,2.72
4566,3,77,,,21.00
4580,1,6,1,0,1.00
4580,2,73,,,0.50
4581,1,7,1,0,1.00
4581,2,74,,,3.00
4583,1,1,1,0,1.05
4583,2,72,,,1.05
4583,3,77,,,53.00
4584,1,1,0,0,1.00
4584,2,72,,,1.00
4585,1,1,1,0,1.00
4585,2,72,,,1.00
4585,3,77,,,66.00
4586,1,1,1,0,1.00
4586,2,72,,,1.00
4586,3,77,,,68.00
4587,1,1,1,0,1.00
4587,2,72,,,1.00
4587,3,77,,,64.00
4588,1,1,1,0,1.00
4588,2,72,,,1.00
4588,3,77,,,71.00
4589,1,1,1,0,1.00
4589,2,72,,,1.00
4589,3,77,,,61.00
4590,1,1,1,0,1.00
4590,2,72,,,1.00
4590,3,77,,,80.00
4591,1,1,1,0,1.00
4591,2,72,,,1.00
4591,3,77,,,46.00
4592,1,1,1,0,1.00
4592,2,72,,,1.00
4592,3,77,,,43.00
4593,1,1,1,0,1.00
4593,2,72,,,1.00
4593,3,77,,,44.00
4595,1,1,0,0,1.00
4595,2,72,,,1.00
4595,3,77,,,34.00
4597,1,12,0,0,0.81
4597,2,77,,,80.00
4598,1,12,0,0,0.84
4598,2,77,,,89.00
4599,1,12,0,0,0.95
4599,2,77,,,96.00
4600,1,12,0,0,0.74
4600,2,77,,,77.00
4602,1,1,1,0,2.00
4602,2,72,,,2.00
4602,3,77,,,73.00
4603,1,1,1,0,2.00
4603,2,72,,,2.00
4603,3,77,,,46.00
4604,1,1,1,0,2.00
4604,2,72,,,2.00
4604,3,77,,,66.00
4605,1,1,1,0,2.00
4605,2,72,,,2.00
4605,3,77,,,67.00
4606,1,1,0,0,1.00
4606,2,72,,,1.00
4606,3,77,,,45.00
4607,1,1,1,0,1.00
4607,2,72,,,1.00
4607,3,77,,,97.00
4608,1,1,0,0,1.00
4608,2,72,,,1.00
4608,3,77,,,41.00
4609,1,1,1,0,1.00
4609,2,72,,,1.00
4609,3,77,,,48.00
4610,1,1,0,0,1.00
4610,2,72,,,1.00
4610,3,77,,,40.00
4611,1,1,1,0,1.00
4611,2,72,,,1.00
4611,3,77,,,42.00
4612,1,1,1,0,1.00
4612,2,72,,,1.00
4612,3,77,,,47.00
4613,1,1,1,0,1.00
4613,2,72,,,1.00
4613,3,77,,,52.00
4614,1,1,1,0,1.00
4614,2,72,,,1.00
4614,3,77,,,106.00
4615,1,7,1,0,0.69
4615,2,74,,,2.09
4616,1,1,1,0,1.00
4616,2,72,,,1.00
4616,3,77,,,63.00
4617,1,1,0,0,1.00
4617,2,72,,,1.00
4618,1,1,0,0,1.02
4618,2,12,0,0,2.57
4618,3,21,0,0,0.54
4618,4,72,,,1.02
4618,5,77,,,45.00
4619,1,1,0,0,1.10
4619,2,12,0,0,2.78
4619,3,21,0,0,1.02
4619,4,72,,,1.10
4619,5,77,,,63.00
4620,1,1,0,0,0.00
4620,2,11,0,0,0.00
4620,3,77,,,156.00
4621,1,7,1,0,0.66
4621,2,74,,,1.98
4621,3,77,,,45.00
4622,1,7,1,0,0.66
4622,2,74,,,1.98
4622,3,77,,,43.00
4623,1,5,1,0,0.50
4623,2,11,0,0,0.50
4623,3,77,,,80.41
4623,4,71,,,0.25
4624,1,5,1,0,0.50
4624,2,11,0,0,0.50
4624,3,77,,,67.15
4624,4,71,,,0.25
4625,1,5,1,0,0.50
4625,2,11,0,0,0.50
4625,3,77,,,50.82
4625,4,71,,,0.25
4626,1,5,0,0,0.50
4626,2,11,0,0,2.25
4626,3,77,,,84.24
4626,4,71,,,0.25
4631,1,14,0,0,1.24
4631,2,18,0,0,3.12
4631,3,21,0,0,1.69
4631,4,72,,,1.24
4631,5,77,,,102.00
4632,1,1,0,0,1.25
4632,2,77,,,0.00
4632,3,72,,,1.25
4633,1,1,0,0,1.00
4633,2,72,,,1.00
4634,1,1,0,0,1.00
4634,2,72,,,1.00
4635,1,1,0,0,1.00
4635,2,72,,,1.00
4636,1,1,0,0,1.00
4636,2,72,,,1.00
4637,1,1,0,0,1.00
4637,2,72,,,1.00
4638,1,1,0,0,1.00
4638,2,72,,,1.00
4639,1,1,1,0,1.00
4639,2,72,,,1.00
4639,3,77,,,73.00
4640,1,5,0,0,0.50
4640,2,11,0,0,1.64
4640,3,77,,,61.28
4640,4,71,,,0.25
4641,1,1,1,0,1.00
4641,2,72,,,1.00
4641,3,77,,,58.00
4642,1,1,1,0,1.00
4642,2,72,,,1.00
4642,3,77,,,65.00
4643,1,1,0,0,1.00
4643,2,72,,,1.00
4643,3,77,,,46.00
4644,1,1,1,0,1.00
4644,2,72,,,1.00
4644,3,77,,,62.00
4645,1,1,1,0,1.00
4645,2,72,,,1.00
4645,3,77,,,56.00
4646,1,9,1,0,1.00
4646,2,74,,,6.00
4647,1,9,1,0,1.00
4647,2,74,,,6.00
4648,1,9,1,0,1.00
4648,2,74,,,6.00
4649,1,11,0,0,1.61
4649,2,77,,,66.00
4650,1,11,0,0,1.16
4650,2,12,0,0,7.81
4650,3,77,,,177.00
4651,1,14,0,0,1.07
4651,2,17,0,0,1.52
4651,3,19,1,0,0.88
4651,4,71,,,0.76
4651,5,72,,,1.07
4651,6,74,,,2.65
4651,7,77,,,287.00
4652,1,11,0,0,5.45
4652,2,12,0,0,7.80
4652,3,77,,,350.00
4653,1,11,0,0,3.33
4653,2,12,0,0,9.75
4653,3,77,,,280.00
4655,1,14,0,0,3.02
4655,2,19,0,0,1.00
4655,3,72,,,3.02
4655,4,74,,,3.00
4656,1,11,0,0,2.61
4656,2,12,0,0,10.75
4656,3,77,,,270.00
4657,1,11,0,0,2.14
4657,2,12,0,0,6.75
4657,3,77,,,200.00
4658,1,11,0,0,3.17
4658,2,12,0,0,5.98
4658,3,77,,,229.00
4662,1,11,0,0,2.61
4662,2,12,0,0,6.25
4662,3,77,,,200.00
4663,1,11,0,0,2.25
4663,2,12,0,0,4.93
4663,3,77,,,164.00
4665,1,11,0,0,3.33
4665,2,12,0,0,8.75
4665,3,77,,,280.00
4668,1,11,0,0,2.21
4668,2,12,0,0,7.41
4668,3,77,,,208.00
4670,1,11,0,0,3.33
4670,2,12,0,0,5.50
4670,3,77,,,210.00
4671,1,11,0,0,7.78
4671,2,12,0,0,9.80
4671,3,77,,,490.00
4672,1,11,0,0,3.33
4672,2,12,0,0,6.00
4672,3,77,,,240.00
4673,1,11,0,0,6.62
4673,2,12,0,0,13.19
4673,3,77,,,483.00
4674,1,11,0,0,2.38
4674,2,12,0,0,7.00
4674,3,77,,,210.00
4675,1,11,0,0,3.09
4675,2,12,0,0,7.75
4675,3,77,,,240.00
4676,1,9,1,0,0.67
4676,2,12,0,0,4.97
4676,3,74,,,1.00
4676,4,76,,,3.00
4677,1,6,0,0,1.58
4677,2,12,0,0,6.84
4677,3,73,,,0.79
4677,4,77,,,61.00
4678,1,11,0,0,2.79
4678,2,12,0,0,5.96
4678,3,77,,,204.00
4679,1,11,0,0,3.09
